boardgamepublisher_id,game_id,boardgameartist_id,language,language_id,boardgame_version_id,boardgameartist,boardgamepublisher
,3708,,English,2184,324680,,
853,3709,,,,122058,,"Urban Systems, Inc."
,3709,,English,2184,122058,,
5,3710,,,,29096,,The Avalon Hill Game Co
,3710,7916,,,29096,Rich Hasenauer,
,3710,2652,,,29096,Charles Kibler,
,3710,,English,2184,29096,,
5,3711,,,,28426,,The Avalon Hill Game Co
,3711,12253,,,28426,Joe DeMarco,
,3711,2652,,,28426,Charles Kibler,
,3711,,English,2184,28426,,
1391,3711,,,,637543,,Hobby Japan
,3711,,Japanese,2194,637543,,
5,3712,,,,24842,,The Avalon Hill Game Co
,3712,2652,,,24842,Charles Kibler,
,3712,12422,,,24842,"George I. Parrish, Jr.",
,3712,,English,2184,24842,,
20,3713,,,,143762,,Milton Bradley
,3713,,English,2184,143762,,
20,3713,,,,124252,,Milton Bradley
,3713,,English,2184,124252,,
1782,3713,,,,143749,,Tri-ang
,3713,,English,2184,143749,,
854,3714,,,,188035,,Paragon Reiss
,3714,,English,2184,188035,,
517,3715,,,,74661,,Upper Deck Entertainment
,3715,,English,2184,74661,,
51072,3716,,,,604617,,Combat Rules
,3716,,English,2184,604617,,
2010,3716,,,,128416,,Guidon Games
,3716,,English,2184,128416,,
16,3716,,,,110085,,Tactical Studies Rules (TSR)
,3716,,English,2184,110085,,
354,3719,,,,91858,,Gabriel
,3719,,English,2184,91858,,
4680,3720,,,,318032,,Borras Plana S.A.
,3720,,Spanish,2203,318032,,
4680,3720,,,,135555,,Borras Plana S.A.
,3720,,Spanish,2203,135555,,
46638,3720,,,,531855,,Eleven Force
,3720,,Catalan,2179,531855,,
,3720,,Spanish,2203,531855,,
4964,3720,,,,532376,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,532376,,
4964,3720,,,,532467,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,532467,,
95,3720,,,,537714,,Waddingtons
,3720,,English,2184,537714,,
51,3720,,,,562140,,Hasbro
4964,3720,,,,562140,,"Subbuteo Sports Games, LTD"
254,3720,,,,562140,,University Games
,3720,,English,2184,562140,,
51,3720,,,,567583,,Hasbro
,3720,,English,2184,567583,,
51,3720,,,,541490,,Hasbro
6412,3720,,,,541490,,Megableu
,3720,,English,2184,541490,,
,3720,,French,2187,541490,,
51,3720,,,,532700,,Hasbro
,3720,,English,2184,532700,,
,3720,,Portuguese,2200,532700,,
7860,3720,,,,164746,,Es-Es-Es
,3720,,Dutch,2183,164746,,
46638,3720,,,,532625,,Eleven Force
,3720,,English,2184,532625,,
51,3720,,,,532786,,Hasbro
,3720,,English,2184,532786,,
51,3720,,,,533040,,Hasbro
254,3720,,,,533040,,University Games
,3720,,English,2184,533040,,
51,3720,,,,533978,,Hasbro
,3720,,English,2184,533978,,
9108,3720,,,,533980,,John Lewis
,3720,,English,2184,533980,,
6412,3720,,,,531824,,Megableu
,3720,,French,2187,531824,,
6412,3720,,,,532375,,Megableu
,3720,,French,2187,532375,,
6412,3720,,,,532430,,Megableu
,3720,,French,2187,532430,,
51,3720,,,,573720,,Hasbro
6412,3720,,,,573720,,Megableu
,3720,,French,2187,573720,,
6412,3720,,,,571564,,Megableu
,3720,,French,2187,571564,,
51,3720,,,,535893,,Hasbro
6412,3720,,,,535893,,Megableu
,3720,,English,2184,535893,,
,3720,,French,2187,535893,,
15229,3720,,,,166310,,FT Champs
,3720,,English,2184,166310,,
1603,3720,,,,611104,,Giochi Preziosi
,3720,,Greek,2189,611104,,
,3720,,Italian,2193,611104,,
51,3720,,,,235071,,Hasbro
,3720,,Danish,2182,235071,,
,3720,,Dutch,2183,235071,,
,3720,,English,2184,235071,,
,3720,,Finnish,2186,235071,,
,3720,,French,2187,235071,,
,3720,,German,2188,235071,,
,3720,,Greek,2189,235071,,
,3720,,Italian,2193,235071,,
,3720,,Norwegian,2198,235071,,
,3720,,Portuguese,2200,235071,,
,3720,,Spanish,2203,235071,,
,3720,,Swedish,2204,235071,,
51,3720,,,,234386,,Hasbro
,3720,,Danish,2182,234386,,
,3720,,Dutch,2183,234386,,
,3720,,English,2184,234386,,
,3720,,Finnish,2186,234386,,
,3720,,French,2187,234386,,
,3720,,German,2188,234386,,
,3720,,Greek,2189,234386,,
,3720,,Italian,2193,234386,,
,3720,,Norwegian,2198,234386,,
,3720,,Portuguese,2200,234386,,
,3720,,Spanish,2203,234386,,
,3720,,Swedish,2204,234386,,
51,3720,,,,117770,,Hasbro
,3720,,Dutch,2183,117770,,
,3720,,English,2184,117770,,
,3720,,French,2187,117770,,
,3720,,German,2188,117770,,
,3720,,Italian,2193,117770,,
,3720,,Russian,2202,117770,,
51,3720,,,,280912,,Hasbro
,3720,,English,2184,280912,,
51,3720,,,,387085,,Hasbro
,3720,,Dutch,2183,387085,,
,3720,,English,2184,387085,,
,3720,,French,2187,387085,,
,3720,,German,2188,387085,,
,3720,,Greek,2189,387085,,
,3720,,Italian,2193,387085,,
,3720,,Portuguese,2200,387085,,
,3720,,Spanish,2203,387085,,
51,3720,,,,331321,,Hasbro
,3720,,French,2187,331321,,
51,3720,,,,387084,,Hasbro
,3720,,English,2184,387084,,
51,3720,,,,148479,,Hasbro
,3720,,Danish,2182,148479,,
,3720,,Finnish,2186,148479,,
,3720,,Norwegian,2198,148479,,
,3720,,Swedish,2204,148479,,
51,3720,,,,104649,,Hasbro
,3720,,English,2184,104649,,
51,3720,,,,330701,,Hasbro
,3720,,English,2184,330701,,
46638,3720,,,,531674,,Eleven Force
,3720,,Italian,2193,531674,,
46638,3720,,,,531675,,Eleven Force
,3720,,Italian,2193,531675,,
46638,3720,,,,531676,,Eleven Force
,3720,,Italian,2193,531676,,
46638,3720,,,,531678,,Eleven Force
,3720,,Italian,2193,531678,,
46638,3720,,,,531679,,Eleven Force
,3720,,Italian,2193,531679,,
46638,3720,,,,531680,,Eleven Force
,3720,,Italian,2193,531680,,
46638,3720,,,,531681,,Eleven Force
,3720,,Italian,2193,531681,,
46638,3720,,,,531682,,Eleven Force
,3720,,Italian,2193,531682,,
46638,3720,,,,531825,,Eleven Force
,3720,,Italian,2193,531825,,
46638,3720,,,,532468,,Eleven Force
51,3720,,,,532468,,Hasbro
,3720,,Italian,2193,532468,,
3107,3720,,,,194230,,Jokari
,3720,,English,2184,194230,,
3107,3720,,,,422733,,Jokari
,3720,,English,2184,422733,,
3107,3720,,,,57140,,Jokari
,3720,,English,2184,57140,,
51,3720,,,,377373,,Hasbro
20,3720,,,,377373,,Milton Bradley
,3720,,Portuguese,2200,377373,,
,3720,,Spanish,2203,377373,,
20,3720,,,,104650,,Milton Bradley
,3720,,Dutch,2183,104650,,
20,3720,,,,234384,,Milton Bradley
,3720,,English,2184,234384,,
46638,3720,,,,531920,,Eleven Force
51,3720,,,,531920,,Hasbro
,3720,,Catalan,2179,531920,,
,3720,,Dutch,2183,531920,,
,3720,,English,2184,531920,,
,3720,,French,2187,531920,,
,3720,,German,2188,531920,,
,3720,,Greek,2189,531920,,
,3720,,Italian,2193,531920,,
,3720,,Portuguese,2200,531920,,
,3720,,Spanish,2203,531920,,
,3720,,Swedish,2204,531920,,
46638,3720,,,,534132,,Eleven Force
,3720,,Catalan,2179,534132,,
,3720,,Dutch,2183,534132,,
,3720,,English,2184,534132,,
,3720,,French,2187,534132,,
,3720,,German,2188,534132,,
,3720,,Greek,2189,534132,,
,3720,,Italian,2193,534132,,
,3720,,Portuguese,2200,534132,,
,3720,,Spanish,2203,534132,,
,3720,,Swedish,2204,534132,,
3320,3720,,,,534505,,(Unknown)
,3720,,Danish,2182,534505,,
,3720,,English,2184,534505,,
,3720,,Finnish,2186,534505,,
,3720,,French,2187,534505,,
,3720,,German,2188,534505,,
46638,3720,,,,536754,,Eleven Force
,3720,,English,2184,536754,,
,3720,,Italian,2193,536754,,
51,3720,,,,533045,,Hasbro
254,3720,,,,533045,,University Games
,3720,,Dutch,2183,533045,,
,3720,,English,2184,533045,,
,3720,,French,2187,533045,,
,3720,,German,2188,533045,,
,3720,,Greek,2189,533045,,
,3720,,Italian,2193,533045,,
,3720,,Portuguese,2200,533045,,
,3720,,Spanish,2203,533045,,
46638,3720,,,,536145,,Eleven Force
51,3720,,,,536145,,Hasbro
486,3720,,,,536145,,Paul Lamond Games Ltd
,3720,3,,,536145,(Uncredited),
,3720,,English,2184,536145,,
46638,3720,,,,531823,,Eleven Force
,3720,,Spanish,2203,531823,,
46638,3720,,,,531827,,Eleven Force
,3720,,Spanish,2203,531827,,
46638,3720,,,,531853,,Eleven Force
,3720,,Spanish,2203,531853,,
46638,3720,,,,532094,,Eleven Force
,3720,,Spanish,2203,532094,,
46638,3720,,,,532218,,Eleven Force
,3720,,Spanish,2203,532218,,
46638,3720,,,,532412,,Eleven Force
,3720,,Spanish,2203,532412,,
46638,3720,,,,532413,,Eleven Force
,3720,,Spanish,2203,532413,,
46638,3720,,,,532414,,Eleven Force
,3720,,Spanish,2203,532414,,
46638,3720,,,,532626,,Eleven Force
,3720,,Spanish,2203,532626,,
46638,3720,,,,532701,,Eleven Force
,3720,,Spanish,2203,532701,,
46638,3720,,,,532778,,Eleven Force
,3720,,Spanish,2203,532778,,
46638,3720,,,,534955,,Eleven Force
,3720,,Spanish,2203,534955,,
46638,3720,,,,532780,,Eleven Force
,3720,,Spanish,2203,532780,,
46638,3720,,,,532779,,Eleven Force
,3720,,Spanish,2203,532779,,
4964,3720,,,,35936,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,35936,,
4964,3720,,,,143693,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,143693,,
4964,3720,,,,143692,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,143692,,
4964,3720,,,,143696,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,143696,,
4964,3720,,,,104647,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,104647,,
4964,3720,,,,143691,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,143691,,
4964,3720,,,,138962,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,138962,,
4964,3720,,,,33052,,"Subbuteo Sports Games, LTD"
95,3720,,,,33052,,Waddingtons
,3720,,Dutch,2183,33052,,
,3720,,English,2184,33052,,
,3720,,French,2187,33052,,
,3720,,German,2188,33052,,
,3720,,Greek,2189,33052,,
,3720,,Italian,2193,33052,,
4964,3720,,,,116915,,"Subbuteo Sports Games, LTD"
,3720,50990,,,116915,Gary Keane,
,3720,,Dutch,2183,116915,,
,3720,,English,2184,116915,,
,3720,,French,2187,116915,,
,3720,,German,2188,116915,,
,3720,,Italian,2193,116915,,
4964,3720,,,,136377,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,136377,,
4964,3720,,,,136478,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,136478,,
4964,3720,,,,261299,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,261299,,
4964,3720,,,,136489,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,136489,,
4964,3720,,,,136767,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,136767,,
4964,3720,,,,143694,,"Subbuteo Sports Games, LTD"
,3720,,English,2184,143694,,
95,3720,,,,199764,,Waddingtons
,3720,,English,2184,199764,,
4964,3720,,,,234385,,"Subbuteo Sports Games, LTD"
95,3720,,,,234385,,Waddingtons
,3720,,Dutch,2183,234385,,
,3720,,English,2184,234385,,
,3720,,French,2187,234385,,
,3720,,German,2188,234385,,
,3720,,Greek,2189,234385,,
,3720,,Italian,2193,234385,,
95,3720,,,,104648,,Waddingtons
,3720,,English,2184,104648,,
95,3720,,,,129025,,Waddingtons
,3720,,English,2184,129025,,
3813,3721,,,,235531,,G2 Games  (Board Games)
,3721,12661,,,235531,Abby Carter,
,3721,,English,2184,235531,,
108,3722,,,,90682,,Gamewright
,3722,12643,,,90682,Dave Clegg,
,3722,,English,2184,90682,,
200,3723,,,,104819,,Fundex
,3723,,English,2184,104819,,
200,3723,,,,95156,,Fundex
,3723,,English,2184,95156,,
200,3723,,,,215010,,Fundex
,3723,,English,2184,215010,,
153,3723,,,,368679,,Ideal
,3723,,English,2184,368679,,
200,3723,,,,123723,,Fundex
254,3723,,,,123723,,University Games
,3723,,Dutch,2183,123723,,
,3723,,French,2187,123723,,
,3723,,German,2188,123723,,
123,3724,,,,39986,,Victory Games (I)
,3724,15063,,,39986,Ted Koller,
,3724,13649,,,39986,James Talbot,
,3724,,English,2184,39986,,
9287,3725,,,,324205,,Kanga Games
,3725,49011,,,324205,Fian Arroyo,
,3725,,Chinese,2181,324205,,
,3725,,English,2184,324205,,
,3725,,Filipino,2759,324205,,
,3725,,Indonesian,2192,324205,,
,3725,,Malay,2714,324205,,
,3725,,Thai,2709,324205,,
93,3725,,,,504599,,"Mattel, Inc."
,3725,,English,2184,504599,,
,3725,,Spanish,2203,504599,,
93,3725,,,,45136,,"Mattel, Inc."
,3725,,English,2184,45136,,
,3725,,Spanish,2203,45136,,
48,3725,,,,70734,,Out of the Box Publishing
,3725,,English,2184,70734,,
48,3725,,,,59305,,Out of the Box Publishing
,3725,,English,2184,59305,,
244,3725,,,,235264,,Playroom Entertainment
,3725,,English,2184,235264,,
23031,3725,,,,390704,,Magellan
,3725,64217,,,390704,Artem Zubov,
,3725,,Russian,2202,390704,,
38,3725,,,,79314,,Schmidt Spiele
,3725,,English,2184,79314,,
,3725,,French,2187,79314,,
,3725,,German,2188,79314,,
6940,3727,,,,202592,,ABC Nürnberg
,3727,,German,2188,202592,,
28006,3727,,,,259976,,Adolph Holst A/S
,3727,,Danish,2182,259976,,
1935,3727,,,,163844,,Carlit
,3727,,French,2187,163844,,
,3727,,German,2188,163844,,
,3727,,Italian,2193,163844,,
1935,3727,,,,323647,,Carlit
,3727,,French,2187,323647,,
,3727,,German,2188,323647,,
1935,3727,,,,527790,,Carlit
,3727,,French,2187,527790,,
,3727,,German,2188,527790,,
,3727,,Italian,2193,527790,,
6914,3727,,,,173920,,Chelona
,3727,,English,2184,173920,,
,3727,,French,2187,173920,,
,3727,,German,2188,173920,,
4622,3727,,,,545110,,Selecta Spel en Hobby
,3727,,Dutch,2183,545110,,
5320,3727,,,,176849,,Nelospelit
,3727,,Finnish,2186,176849,,
,3727,,Swedish,2204,176849,,
6689,3727,,,,130735,,Franz Schmidt
,3727,,German,2188,130735,,
2790,3727,,,,484089,,Editoy
,3727,41500,,,484089,Urs Waldvogel,
,3727,,French,2187,484089,,
,3727,,German,2188,484089,,
,3727,,Italian,2193,484089,,
1558,3727,,,,105843,,Funtastic
,3727,,English,2184,105843,,
607,3727,,,,135395,,Galt Toys
,3727,,English,2184,135395,,
38,3727,,,,567633,,Schmidt Spiele
,3727,,German,2188,567633,,
7031,3727,,,,200479,,Global Partner
,3727,,German,2188,200479,,
384,3727,,,,313170,,HABA
,3727,,English,2184,313170,,
,3727,,German,2188,313170,,
384,3727,,,,138257,,HABA
,3727,,Dutch,2183,138257,,
,3727,,English,2184,138257,,
,3727,,French,2187,138257,,
,3727,,German,2188,138257,,
,3727,,Italian,2193,138257,,
384,3727,,,,42635,,HABA
,3727,12738,,,42635,Martina Leykamm,
,3727,,English,2184,42635,,
,3727,,French,2187,42635,,
,3727,,German,2188,42635,,
1574,3727,,,,171850,,Habourdin International
,3727,,French,2187,171850,,
6262,3727,,,,105746,,HEMA
,3727,,Dutch,2183,105746,,
3490,3727,,,,229904,,HUCH!
,3727,11672,,,229904,Susanne Kummer,
,3727,,Dutch,2183,229904,,
,3727,,English,2184,229904,,
,3727,,French,2187,229904,,
,3727,,German,2188,229904,,
,3727,,Turkish,2349,229904,,
153,3727,,,,105747,,Ideal
,3727,,English,2184,105747,,
27337,3727,,,,244870,,Innovakids GmbH
,3727,,German,2188,244870,,
335,3727,,,,182991,,Jumbo
,3727,,Dutch,2183,182991,,
335,3727,,,,105853,,Jumbo
,3727,,Dutch,2183,105853,,
335,3727,,,,105749,,Jumbo
,3727,,English,2184,105749,,
335,3727,,,,252834,,Jumbo
,3727,,German,2188,252834,,
335,3727,,,,105849,,Jumbo
,3727,,Dutch,2183,105849,,
335,3727,,,,527686,,Jumbo
,3727,,Dutch,2183,527686,,
,3727,,English,2184,527686,,
,3727,,French,2187,527686,,
,3727,,German,2188,527686,,
,3727,,Italian,2193,527686,,
335,3727,,,,182992,,Jumbo
,3727,,Dutch,2183,182992,,
335,3727,,,,182990,,Jumbo
,3727,,Dutch,2183,182990,,
405,3727,,,,105748,,Kärnan
,3727,,Swedish,2204,105748,,
405,3727,,,,336691,,Kärnan
,3727,,Swedish,2204,336691,,
127,3727,,,,197253,,Klee
,3727,,German,2188,197253,,
93,3727,,,,171849,,"Mattel, Inc."
,3727,,French,2187,171849,,
93,3727,,,,105851,,"Mattel, Inc."
,3727,,English,2184,105851,,
93,3727,,,,686340,,"Mattel, Inc."
,3727,,English,2184,686340,,
93,3727,,,,105743,,"Mattel, Inc."
,3727,,English,2184,105743,,
3789,3727,,,,105845,,Merit
,3727,,English,2184,105845,,
384,3727,,,,42634,,HABA
,3727,12738,,,42634,Martina Leykamm,
,3727,,Dutch,2183,42634,,
,3727,,English,2184,42634,,
,3727,,French,2187,42634,,
,3727,,German,2188,42634,,
,3727,,Italian,2193,42634,,
,3727,,Spanish,2203,42634,,
384,3727,,,,340775,,HABA
,3727,,English,2184,340775,,
,3727,,French,2187,340775,,
,3727,,German,2188,340775,,
304,3727,,,,544938,,Noris Spiele
,3727,,German,2188,544938,,
2924,3727,,,,105844,,Papita
,3727,,Dutch,2183,105844,,
2357,3727,,,,107803,,ParlorGamez
,3727,,English,2184,107803,,
782,3727,,,,205186,,Peter Pan Playthings
,3727,,English,2184,205186,,
7496,3727,,,,277812,,Egmont Polska
3490,3727,,,,277812,,HUCH!
,3727,11672,,,277812,Susanne Kummer,
,3727,,Polish,2199,277812,,
99,3727,,,,180990,,Otto Maier Verlag
,3727,,German,2188,180990,,
99,3727,,,,170193,,Otto Maier Verlag
,3727,,French,2187,170193,,
34,3727,,,,162450,,Ravensburger
,3727,,German,2188,162450,,
3106,3727,,,,105842,,Rocket Toys and Games
,3727,,English,2184,105842,,
3106,3727,,,,105852,,Rocket Toys and Games
,3727,,English,2184,105852,,
3106,3727,,,,288726,,Rocket Toys and Games
,3727,,English,2184,288726,,
38,3727,,,,105855,,Schmidt Spiele
,3727,,German,2188,105855,,
38,3727,,,,599363,,Schmidt Spiele
,3727,,German,2188,599363,,
38,3727,,,,100335,,Schmidt Spiele
,3727,,German,2188,100335,,
38,3727,,,,105846,,Schmidt Spiele
,3727,,German,2188,105846,,
38,3727,,,,289550,,Schmidt Spiele
,3727,,Dutch,2183,289550,,
,3727,,English,2184,289550,,
,3727,,French,2187,289550,,
,3727,,German,2188,289550,,
,3727,,Italian,2193,289550,,
,3727,,Spanish,2203,289550,,
38,3727,,,,597142,,Schmidt Spiele
,3727,,German,2188,597142,,
38,3727,,,,130683,,Schmidt Spiele
,3727,,German,2188,130683,,
288,3727,,,,408905,,Spear's Games
,3727,,English,2184,408905,,
288,3727,,,,105750,,Spear's Games
,3727,,English,2184,105750,,
288,3727,,,,133429,,Spear's Games
,3727,,German,2188,133429,,
288,3727,,,,176828,,Spear's Games
,3727,,German,2188,176828,,
288,3727,,,,323784,,Spear's Games
,3727,,German,2188,323784,,
288,3727,,,,44255,,Spear's Games
,3727,,Dutch,2183,44255,,
288,3727,,,,105752,,Spear's Games
,3727,,English,2184,105752,,
288,3727,,,,105751,,Spear's Games
,3727,,English,2184,105751,,
288,3727,,,,139796,,Spear's Games
,3727,,German,2188,139796,,
93,3727,,,,141610,,"Mattel, Inc."
288,3727,,,,141610,,Spear's Games
,3727,,English,2184,141610,,
405,3727,,,,481596,,Kärnan
,3727,,Swedish,2204,481596,,
738,3727,,,,105847,,Talicor/Aristoplay
,3727,,English,2184,105847,,
738,3727,,,,221426,,Talicor/Aristoplay
,3727,,English,2184,221426,,
29837,3727,,,,275149,,Technoplast
,3727,3,,,275149,(Uncredited),
,3727,,German,2188,275149,,
29837,3727,,,,275151,,Technoplast
,3727,3,,,275151,(Uncredited),
,3727,,German,2188,275151,,
29837,3727,,,,275150,,Technoplast
,3727,3,,,275150,(Uncredited),
,3727,,German,2188,275150,,
29837,3727,,,,275147,,Technoplast
,3727,3,,,275147,(Uncredited),
,3727,,German,2188,275147,,
26821,3727,,,,234413,,C. G. Vogel
,3727,,German,2188,234413,,
95,3727,,,,525739,,Waddingtons
,3727,,English,2184,525739,,
95,3727,,,,388023,,Waddingtons
,3727,,English,2184,388023,,
95,3727,,,,105848,,Waddingtons
,3727,,English,2184,105848,,
1997,3728,,,,348360,,Arxon
,3728,,German,2188,348360,,
225,3728,,,,390117,,Cardinal
,3728,,English,2184,390117,,
2701,3728,,,,137380,,Croner
,3728,,English,2184,137380,,
93,3728,,,,552015,,"Mattel, Inc."
,3728,,English,2184,552015,,
588,3728,,,,486824,,Early Learning Centre
,3728,,English,2184,486824,,
93,3728,,,,687874,,"Mattel, Inc."
,3728,,English,2184,687874,,
,3728,,French,2187,687874,,
1731,3728,,,,442151,,Estrela
,3728,,Portuguese,2200,442151,,
2774,3728,,,,137356,,Maple Toys
,3728,,English,2184,137356,,
2774,3728,,,,137357,,Maple Toys
,3728,,English,2184,137357,,
8931,3728,,,,147126,,MB Jeux
,3728,,French,2187,147126,,
13226,3728,,,,418120,,Game Zone
1144,3728,,,,418120,,"International Playthings, Inc."
,3728,,English,2184,418120,,
51,3728,,,,137355,,Hasbro
6290,3728,,,,137355,,MB Spiele
,3728,,German,2188,137355,,
6856,3728,,,,428609,,Geyper
,3728,,Spanish,2203,428609,,
51,3728,,,,203291,,Hasbro
20,3728,,,,203291,,Milton Bradley
,3728,,English,2184,203291,,
51,3728,,,,535988,,Hasbro
,3728,3,,,535988,(Uncredited),
,3728,,English,2184,535988,,
51,3728,,,,291363,,Hasbro
,3728,,English,2184,291363,,
20,3728,,,,42127,,Milton Bradley
,3728,,English,2184,42127,,
153,3728,,,,63782,,Ideal
,3728,,English,2184,63782,,
153,3728,,,,99548,,Ideal
,3728,,English,2184,99548,,
1144,3728,,,,110715,,"International Playthings, Inc."
,3728,,English,2184,110715,,
1144,3728,,,,35683,,"International Playthings, Inc."
,3728,,English,2184,35683,,
1144,3728,,,,97765,,"International Playthings, Inc."
,3728,,English,2184,97765,,
4539,3728,,,,140462,,MB Giochi
,3728,,Italian,2193,140462,,
93,3728,,,,185191,,"Mattel, Inc."
,3728,,English,2184,185191,,
,3728,,French,2187,185191,,
,3728,,Spanish,2203,185191,,
93,3728,,,,26505,,"Mattel, Inc."
,3728,,English,2184,26505,,
,3728,,French,2187,26505,,
,3728,,Spanish,2203,26505,,
93,3728,,,,185178,,"Mattel, Inc."
,3728,,English,2184,185178,,
93,3728,,,,544010,,"Mattel, Inc."
,3728,,English,2184,544010,,
93,3728,,,,44235,,"Mattel, Inc."
,3728,,English,2184,44235,,
93,3728,,,,94620,,"Mattel, Inc."
,3728,,English,2184,94620,,
20,3728,,,,175991,,Milton Bradley
,3728,,Turkish,2349,175991,,
4554,3728,,,,99545,,MB Spellen
,3728,,Dutch,2183,99545,,
4554,3728,,,,99547,,MB Spellen
,3728,,Dutch,2183,99547,,
6290,3728,,,,277831,,MB Spiele
,3728,,German,2188,277831,,
51,3728,,,,131607,,Hasbro
6290,3728,,,,131607,,MB Spiele
,3728,,German,2188,131607,,
20,3728,,,,77096,,Milton Bradley
,3728,,English,2184,77096,,
20,3728,,,,99057,,Milton Bradley
,3728,,Dutch,2183,99057,,
20,3728,,,,99060,,Milton Bradley
,3728,,Dutch,2183,99060,,
20,3728,,,,99061,,Milton Bradley
,3728,,Dutch,2183,99061,,
,3728,,French,2187,99061,,
20,3728,,,,99062,,Milton Bradley
,3728,,Dutch,2183,99062,,
,3728,,French,2187,99062,,
20,3728,,,,29940,,Milton Bradley
,3728,,English,2184,29940,,
51,3728,,,,30543,,Hasbro
20,3728,,,,30543,,Milton Bradley
,3728,,Danish,2182,30543,,
,3728,,Finnish,2186,30543,,
,3728,,Icelandic,2347,30543,,
,3728,,Norwegian,2198,30543,,
,3728,,Swedish,2204,30543,,
115,3728,,,,185179,,Pressman Toy Corp.
,3728,,English,2184,185179,,
,3728,,French,2187,185179,,
115,3728,,,,185202,,Pressman Toy Corp.
,3728,,English,2184,185202,,
115,3728,,,,137354,,Pressman Toy Corp.
,3728,,English,2184,137354,,
93,3728,,,,538257,,"Mattel, Inc."
30088,3728,,,,538257,,Super Impulse
,3728,,(neutral),2205,538257,,
8089,3728,,,,163585,,Tesco
,3728,,Czech,2180,163585,,
,3728,,Hungarian,2191,163585,,
,3728,,Polish,2199,163585,,
,3728,,Slovak,2206,163585,,
,3728,,Turkish,2349,163585,,
1144,3728,,,,137353,,"International Playthings, Inc."
,3728,,English,2184,137353,,
571,3728,,,,99550,,Tyco
,3728,,English,2184,99550,,
571,3728,,,,99551,,Tyco
,3728,,English,2184,99551,,
5,3730,,,,417088,,The Avalon Hill Game Co
,3730,,English,2184,417088,,
5,3730,,,,230306,,The Avalon Hill Game Co
,3730,,English,2184,230306,,
5,3730,,,,93581,,The Avalon Hill Game Co
,3730,,English,2184,93581,,
5,3730,,,,147338,,The Avalon Hill Game Co
,3730,,English,2184,147338,,
5,3730,,,,28420,,The Avalon Hill Game Co
,3730,,English,2184,28420,,
4108,3730,,,,230584,,Midwest Research
,3730,,English,2184,230584,,
5,3731,,,,32847,,The Avalon Hill Game Co
,3731,,English,2184,32847,,
21,3734,,,,204895,,Canada Games Company Lmt.
,3734,,English,2184,204895,,
,3734,,French,2187,204895,,
111,3734,,,,386029,,Casper
,3734,,Finnish,2186,386029,,
111,3734,,,,280569,,Casper
,3734,,Swedish,2204,280569,,
454,3736,,,,117083,,Goliath Games
,3736,,French,2187,117083,,
454,3736,,,,117084,,Goliath Games
,3736,,French,2187,117084,,
454,3736,,,,154111,,Goliath Games
,3736,,Dutch,2183,154111,,
454,3736,,,,74229,,Goliath Games
,3736,,Dutch,2183,74229,,
454,3736,,,,74230,,Goliath Games
,3736,,Dutch,2183,74230,,
454,3736,,,,436181,,Goliath Games
,3736,,English,2184,436181,,
454,3736,,,,479493,,Goliath Games
,3736,,German,2188,479493,,
454,3736,,,,270668,,Goliath Games
,3736,,Italian,2193,270668,,
115,3736,,,,33535,,Pressman Toy Corp.
,3736,,English,2184,33535,,
23294,3736,,,,178468,,Samatli
,3736,,Turkish,2349,178468,,
51,3737,,,,373969,,Hasbro
634,3737,,,,373969,,The Op
,3737,,English,2184,373969,,
404,3737,,,,398273,,Alga
20,3737,,,,398273,,Milton Bradley
,3737,,Danish,2182,398273,,
,3737,,Swedish,2204,398273,,
32781,3737,,,,632460,,Winning Moves UK Ltd.
,3737,,English,2184,632460,,
634,3737,,,,684128,,The Op
,3737,51706,,,684128,Theodor Seuss Geisel,
,3737,,English,2184,684128,,
8931,3737,,,,342768,,MB Jeux
,3737,,English,2184,342768,,
,3737,,French,2187,342768,,
8931,3737,,,,244078,,MB Jeux
,3737,,French,2187,244078,,
51,3737,,,,390743,,Hasbro
,3737,,Portuguese,2200,390743,,
51,3737,,,,29430,,Hasbro
,3737,,English,2184,29430,,
51,3737,,,,338475,,Hasbro
,3737,,English,2184,338475,,
51,3737,,,,385983,,Hasbro
,3737,,English,2184,385983,,
51,3737,,,,520501,,Hasbro
,3737,,English,2184,520501,,
51,3737,,,,687003,,Hasbro
,3737,,English,2184,687003,,
51,3737,,,,94537,,Hasbro
,3737,,English,2184,94537,,
51,3737,,,,67328,,Hasbro
,3737,,English,2184,67328,,
51,3737,,,,48664,,Hasbro
,3737,,English,2184,48664,,
51,3737,,,,77519,,Hasbro
,3737,,English,2184,77519,,
,3737,,Spanish,2203,77519,,
