game_id,name,type,year_published,min_players,max_players,min_play_time,max_play_time,min_age,thumbnail
4450,The Road to Vicksburg: The Battle of Champion Hill,boardgame,1985,2,2,60,60,12,https://cf.geekdo-images.com/QbrgOWYK20temNb_tGdJXA__thumb/img/6kDUzytVppkY4SG7H3SraEupazs=/fit-in/200x150/filters:strip_icc()/pic80842.jpg
4453,Statis Pro Basketball,boardgame,1972,1,2,90,90,12,https://cf.geekdo-images.com/xpKJAVbWCIYD3dQiaBIO2Q__thumb/img/ql03y-4Bn2GcyJty8h3nRex6Jug=/fit-in/200x150/filters:strip_icc()/pic690318.jpg
4454,Statis Pro Football,boardgame,1973,1,2,120,120,12,https://cf.geekdo-images.com/rSA2xXYG2zPoJAwlRyk_Tg__thumb/img/i1hDShB6_CgrqvcLPqAFL5YY1t4=/fit-in/200x150/filters:strip_icc()/pic56265.jpg
4455,"The Great Invasion: The Gettysburg Campaign June 24 – July 3, 1863",boardgame,1985,2,2,180,180,12,https://cf.geekdo-images.com/R-v6WFdwsAhkg0k9aZWzaQ__thumb/img/O6mSJMWpn21iAaYCfSXWQGED6kw=/fit-in/200x150/filters:strip_icc()/pic1296862.jpg
4456,1862,boardgame,1990,2,2,180,180,12,https://cf.geekdo-images.com/nIdKeAd6QuKzxcEVmGWxKA__thumb/img/RrejiQtFonOAvKGsSrHqhzJlLzg=/fit-in/200x150/filters:strip_icc()/pic6575932.jpg
4460,Green Ghost,boardgame,1965,2,4,30,30,0,https://cf.geekdo-images.com/qpAHVaZVbZBX_UiaP-_zAg__thumb/img/8XmuuxF5l6ss5VyKmQQBR5MbwjA=/fit-in/200x150/filters:strip_icc()/pic6950569.jpg
4461,Chauvinist Pigs,boardgame,1991,4,40,30,30,18,https://cf.geekdo-images.com/gFN-HYvX_D5aBr8XB7qDBQ__thumb/img/3Cdt13DgPfDx8WAaIYwiSNqtAww=/fit-in/200x150/filters:strip_icc()/pic33394.jpg
4462,FS Chess Football: A Thinking Fan's Game,boardgame,1999,1,6,30,30,10,https://cf.geekdo-images.com/oDyT69nwakKhoxXAdYvMOg__thumb/img/xcBlKN5aVjV4VAudDvCTyVPI3Kk=/fit-in/200x150/filters:strip_icc()/pic605837.jpg
4469,WildWords,boardgame,2001,2,4,45,45,10,https://cf.geekdo-images.com/qpozAPDkwpluXaL7SJ95Pg__thumb/img/g0Fb3otwcQfnefmwIvpZMxMruoA=/fit-in/200x150/filters:strip_icc()/pic198686.jpg
4470,Xanth,boardgame,1991,1,6,180,180,12,https://cf.geekdo-images.com/Xt9KLCNcTDBpqnkNMUUIFA__thumb/img/twC5Nl0v155ysl8G67r4yxWUnRI=/fit-in/200x150/filters:strip_icc()/pic14460.jpg
4471,Fist of Dragonstones,boardgame,2002,3,6,45,60,8,https://cf.geekdo-images.com/xqjl7PG9bOKQF97nJXsbFw__thumb/img/gqTpkbiAQ74tHKra-pXm8zItzgk=/fit-in/200x150/filters:strip_icc()/pic441579.jpg
4472,Arnhem Bridge,boardgame,1982,2,2,180,180,12,https://cf.geekdo-images.com/bGwdvBgihsRH5Cl-RtER3g__thumb/img/JqTZ4-ZVoBhKja2wCcqv98IC9Pk=/fit-in/200x150/filters:strip_icc()/pic2244919.png
4473,Pompeii: The Last Days,boardgame,1989,2,8,180,180,8,https://cf.geekdo-images.com/bUG4-ngZbfMiNsoRNQGx0w__thumb/img/wrvSq-2wrFUcEyYHi6HHlhKpgqw=/fit-in/200x150/filters:strip_icc()/pic451750.jpg
4474,Dice Deck,boardgame,1987,1,8,30,30,6,https://cf.geekdo-images.com/8orcI3GS34bs6iVzPy1l6Q__thumb/img/NvXMrQ9f4TQQZzFoEv33Go0B7f0=/fit-in/200x150/filters:strip_icc()/pic14192.jpg
4475,Unexpected Treasures,boardgame,2002,3,6,30,30,13,https://cf.geekdo-images.com/BhK_OLu6qC0f0drQ3vS4mQ__thumb/img/JEaIbyLa71q17mjUAwNyapD0pGE=/fit-in/200x150/filters:strip_icc()/pic1407704.jpg
4476,Hot Potato,boardgame,1988,2,6,10,10,4,https://cf.geekdo-images.com/GoqLOEQ4VOzsDWg8exoyHQ__thumb/img/n7z2fINWAW63OT9mE5pQhZK-enU=/fit-in/200x150/filters:strip_icc()/pic338661.jpg
4477,Station Manager,boardgame,2002,2,4,30,30,8,https://cf.geekdo-images.com/AVDwtULvmeNb0wmtZEZQIg__thumb/img/ZgraQSx5cXiGxRyvCSf6iyTg0Vk=/fit-in/200x150/filters:strip_icc()/pic86974.jpg
4479,Ratrace,boardgame,1967,2,6,90,90,9,https://cf.geekdo-images.com/7JaXm83Jx25k7jz9YOarQw__thumb/img/xfEakqlKQgY4c6I_cBUKnhfKfoo=/fit-in/200x150/filters:strip_icc()/pic701828.jpg
4481,Trial of the Century,boardgame,1996,2,4,20,20,13,https://cf.geekdo-images.com/6tHaHkkhfrzSR3yySiCiIA__thumb/img/9zImFR7ljvsoHLpj8QYTK0bREGQ=/fit-in/200x150/filters:strip_icc()/pic30980.jpg
4482,Winchester,boardgame,1990,2,5,60,60,8,https://cf.geekdo-images.com/wfCOFnnZ6qhhZqdYqrNtXw__thumb/img/VZeyaYmBE6O6M7ahm_Nsi6qKQIA=/fit-in/200x150/filters:strip_icc()/pic2821469.jpg
4483,The Buntu Circus,boardgame,1997,2,4,90,90,0,https://cf.geekdo-images.com/HCur0utR1RbBfsknUZPdtQ__thumb/img/vecE64dAz6sMI739qzVyxqdsJBU=/fit-in/200x150/filters:strip_icc()/pic253825.jpg
4484,Maremba,boardgame,1985,2,8,45,45,0,https://cf.geekdo-images.com/9I2f_6_V3pHAvyr4Bx9QEw__thumb/img/IJSOxY9dEeYrStA7ueVmFroyfjM=/fit-in/200x150/filters:strip_icc()/pic16788.jpg
4485,Hotel Life,boardgame,1989,3,4,120,120,10,https://cf.geekdo-images.com/hHSMcnJ7GgNMek0akqqYzA__thumb/img/IVsQ27HYoDNOMRnNUyPjjybc4b0=/fit-in/200x150/filters:strip_icc()/pic250501.jpg
4486,Dragonslayer,boardgame,1981,2,4,120,120,12,https://cf.geekdo-images.com/gs0FxDpngGVmoES5W5B7dA__thumb/img/QLX8M3dYg9kvQzkz5EvVuTLLrBM=/fit-in/200x150/filters:strip_icc()/pic599075.jpg
4487,Silk Road,boardgame,1985,2,8,45,45,10,https://cf.geekdo-images.com/xPGx-Swuq6MYX79ppe6suA__thumb/img/cz4XpuFNTrTcEOOnWj1me8Ny_Qw=/fit-in/200x150/filters:strip_icc()/pic65443.jpg
4488,Scarab Lords,boardgame,2002,2,2,20,40,12,https://cf.geekdo-images.com/hENC4Fd4txDouBsCIARHfA__thumb/img/um2GMbYI2OdJrhERCA-75lpK_mk=/fit-in/200x150/filters:strip_icc()/pic299799.jpg
4491,Cave Troll,boardgame,2002,2,4,20,60,10,https://cf.geekdo-images.com/HeuICW4D_JOcuuzRoV6b-Q__thumb/img/DZuQinsBsxl4lBWfOAClMH8Pv1Q=/fit-in/200x150/filters:strip_icc()/pic2497113.jpg
4492,Trivial Pursuit: 20th Anniversary Edition,boardgame,2002,2,6,180,180,12,https://cf.geekdo-images.com/-LT0_XMlwhKjtLZdNZeBcQ__thumb/img/cYijMKVCFNq5zWlC3wPbH-spegI=/fit-in/200x150/filters:strip_icc()/pic205802.jpg
4493,Kayanak,boardgame,1999,2,4,15,15,4,https://cf.geekdo-images.com/WM7QkJWaWue1BZDUOX4LQQ__thumb/img/EnUyl_vpGRYu9rysrKDWM_tDqgc=/fit-in/200x150/filters:strip_icc()/pic1793211.jpg
4494,Phase Line Smash,boardgame,1992,1,1,90,90,12,https://cf.geekdo-images.com/JYQl1I2Sk-LGs6lUmSs2YQ__thumb/img/6z8bROOcTFd3cJ7_bo3hwLfBzP0=/fit-in/200x150/filters:strip_icc()/pic385450.jpg
4495,Fill 'er Up!,boardgame,1996,1,3,10,10,4,https://cf.geekdo-images.com/BTqEacSPRhC4ejUU91Gd-w__thumb/img/4O6aWIvzxGbl3iyJb17nDDeIJbQ=/fit-in/200x150/filters:strip_icc()/pic710295.jpg
4496,Horse Sense,boardgame,1992,2,6,60,60,8,https://cf.geekdo-images.com/iHP0gD6SKiXbshlhA9g43A__thumb/img/d00O0SSq09VyLzp_T9P9uqn8TyQ=/fit-in/200x150/filters:strip_icc()/pic14318.jpg
4497,Monster Mash I,boardgame,2002,2,4,30,30,12,https://cf.geekdo-images.com/z4h5l3ZuTvT_Z7nKPtBzOA__thumb/img/rKfXip2i9qHF_XRgd-irWJ_YyDo=/fit-in/200x150/filters:strip_icc()/pic849871.jpg
4498,Eskimemo,boardgame,1999,2,4,20,20,5,https://cf.geekdo-images.com/SqdmF-7lZKAtYOL4dO5DTw__thumb/img/gNfzvcQbMC7jmHe0Rr2lOm1tpiE=/fit-in/200x150/filters:strip_icc()/pic869064.jpg
4499,Banana Republic,boardgame,2002,3,6,90,90,10,https://cf.geekdo-images.com/DIQJ9FoYY8as7mJZiyQk1Q__thumb/img/5vO0cQHGBRv7os3xIuDjgdvtf0E=/fit-in/200x150/filters:strip_icc()/pic869068.jpg
4500,Like Lions They Fought,boardgame,1994,2,2,120,120,12,https://cf.geekdo-images.com/gDtWgXUG0Qk-pbTRNWSncg__thumb/img/-Lc4kX8wRSgUYV09-_hEGv-GeQM=/fit-in/200x150/filters:strip_icc()/pic27332.jpg
4501,Weed Wars: On Higher Ground,boardgame,2001,2,6,90,90,16,https://cf.geekdo-images.com/2aUSND05MUppX6CG2nkHYA__thumb/img/o6pnlfPjNidRiU-E78evuCxaLlI=/fit-in/200x150/filters:strip_icc()/pic204205.jpg
4502,König der Maulwürfel,boardgame,2002,2,4,20,20,5,https://cf.geekdo-images.com/mBP7DyZItz6qXZiuJAvWWg__thumb/img/2lOqx2udNcACEwq15ml4ji_1NyM=/fit-in/200x150/filters:strip_icc()/pic158567.jpg
4503,Grand Prix: F1,boardgame,2002,3,8,45,45,7,https://cf.geekdo-images.com/O1Oky9b0vhWstGsW9MpB2A__thumb/img/D3fwkn9ir7MkK3NMd5xyxftoTZ8=/fit-in/200x150/filters:strip_icc()/pic14380.jpg
4505,Tarot,boardgame,1425,2,8,30,30,12,https://cf.geekdo-images.com/FAA3DxSMLUL1zHgqwoIkdg__thumb/img/qo-3hc5SO3UcnWyUrWn7cSMmfjU=/fit-in/200x150/filters:strip_icc()/pic475504.jpg
4506,"Lindy, the New Flying Game",boardgame,1927,2,6,30,30,0,https://cf.geekdo-images.com/JboB6zOXjLb6_vYnEdFSMQ__thumb/img/HC9Ym2hL4Xejfd-jrNG8gVpgeNU=/fit-in/200x150/filters:strip_icc()/pic2574500.jpg
4507,The Lindy Flying Game,boardgame,1927,2,2,30,30,8,https://cf.geekdo-images.com/Vb8R0mgfL6I-Mk2diOPIog__thumb/img/5szsvYpggmWrMDKJyGsQSSZzJ54=/fit-in/200x150/filters:strip_icc()/pic1410729.jpg
4508,Warchon,boardgame,2002,1,2,30,60,12,https://cf.geekdo-images.com/6qx_W3UQ1atYdbezb36vyg__thumb/img/BsU4_tygL8k5sHDOvp8D6OiKLEE=/fit-in/200x150/filters:strip_icc()/pic1000891.jpg
4509,Funny Bones,boardgame,1968,4,8,60,60,0,https://cf.geekdo-images.com/Ic6WF_mInh5nKadtbdDJ5A__thumb/img/0VPwBNA7qj1hQLjXoPTQ7j2qa2s=/fit-in/200x150/filters:strip_icc()/pic174200.jpg
4510,Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,boardgame,1996,2,2,360,360,12,https://cf.geekdo-images.com/PelXwSrFVeezZ7KAhRAe5A__thumb/img/x1ohpIKS9TUizEtykQBhFQHEzMU=/fit-in/200x150/filters:strip_icc()/pic53178.jpg
4511,Armchair Golf,boardgame,1958,2,5,30,30,8,https://cf.geekdo-images.com/O9sdq5DU8Pdx7msRopMRaw__thumb/img/mpsD44GxmX1rpbUy9yn0S6uGDUY=/fit-in/200x150/filters:strip_icc()/pic6646606.jpg
4512,Früchtchen,boardgame,1998,3,6,45,45,10,https://cf.geekdo-images.com/e4A3PJqDF1WwfefSd_Biww__thumb/img/_tFzjRQyZd6pPe53beVQJe3SJ18=/fit-in/200x150/filters:strip_icc()/pic1214695.jpg
4513,Hand Drauf!,boardgame,2002,2,5,20,20,5,https://cf.geekdo-images.com/rC_OO7AdfB96GZUMzKZFZw__thumb/img/otq00TONpwMCOkc58BcEnfwy21k=/fit-in/200x150/filters:strip_icc()/pic702715.jpg
4514,Zap!,boardgame,0,2,2,30,30,10,https://cf.geekdo-images.com/mc37Ss1o8OV0jMCNECff9A__thumb/img/5E6_0Ri3Yd-49eMnVKlhoGcGcUo=/fit-in/200x150/filters:strip_icc()/pic14452.jpg
4515,Boundary,boardgame,1970,2,2,30,30,12,https://cf.geekdo-images.com/UQAPapLxx6qjJonE_OxkKA__thumb/img/br_qcUVd6CejnTAZ0bDayEzVumo=/fit-in/200x150/filters:strip_icc()/pic18978.jpg
4516,Ragnarok: The Twilight of the Gods,boardgame,1981,2,2,120,120,12,https://cf.geekdo-images.com/qmQ8-hiC1LAr0-4fzK8oYA__thumb/img/aqdXa8Xl9GQZQkUhAKl4PRqHH-I=/fit-in/200x150/filters:strip_icc()/pic65298.jpg
4517,Run Hippy! Run! The Boardgame,boardgame,2000,2,6,45,45,12,https://cf.geekdo-images.com/ZB_XLAKIHI7A1tTs0TYwxw__thumb/img/IPTN0BlsRYsCcTb9E0BLpryanSU=/fit-in/200x150/filters:strip_icc()/pic47054.jpg
4518,Sauerbaum,boardgame,1986,3,7,30,30,8,https://cf.geekdo-images.com/nYvp-eyKEH4wDm3QT-Jwlg__thumb/img/tKHAmdtiOYQLI6Gts5AoOXwFRNY=/fit-in/200x150/filters:strip_icc()/pic1290600.jpg
4519,Yum,boardgame,1959,2,5,30,30,7,https://cf.geekdo-images.com/B0u4JQeKuXIOGy9ygQqerQ__thumb/img/7eTaTsxnHWF1EclQ5Rtr9AC3Fwo=/fit-in/200x150/filters:strip_icc()/pic289071.jpg
4520,Tour Mala!s,boardgame,1998,2,6,60,60,0,https://cf.geekdo-images.com/dGDnBSHkBWt8V9QjTX40PA__thumb/img/v4cUBO-XwxlfU11C8U2CwifJUe4=/fit-in/200x150/filters:strip_icc()/pic135778.jpg
4521,K-Tel Superstar Game: The Original Rock 'n Roll Music Game,boardgame,1973,2,6,60,60,8,https://cf.geekdo-images.com/uzRNVb7yZ2nHEiirZLQ_YA__thumb/img/b5sFt_AN8xBi008AMQSIGv4EV7Q=/fit-in/200x150/filters:strip_icc()/pic85248.jpg
4522,The Ladybug's Costume Party,boardgame,2002,2,6,20,30,4,https://cf.geekdo-images.com/6hZSsJldR55FNgBD-c2iVw__thumb/img/eh-l7Qh_k7-Cc37X_F1nfdzrY-8=/fit-in/200x150/filters:strip_icc()/pic6952092.jpg
4523,Loser,boardgame,2001,3,6,30,30,0,https://cf.geekdo-images.com/11QAvDp6gH3i2GbBwnH_wA__thumb/img/dDUk0UXwCY-8tnwDtDnGiVhq62c=/fit-in/200x150/filters:strip_icc()/pic50052.jpg
4524,Waldesfrust,boardgame,1992,3,6,120,120,10,https://cf.geekdo-images.com/ZfEwuzfh51kKF3crHxQAnQ__thumb/img/XzhdWl8fD6EUOz5RdQL3m8yTh5I=/fit-in/200x150/filters:strip_icc()/pic869076.jpg
4525,Articulation,boardgame,1992,2,6,10,10,10,https://cf.geekdo-images.com/TJOEEkJW-2oGKc6EKkePpg__thumb/img/uQ_IYYcOYhadwAUjW53eBR7eX7k=/fit-in/200x150/filters:strip_icc()/pic2908844.jpg
4526,Coolympics,boardgame,2002,2,4,20,20,5,https://cf.geekdo-images.com/Zp69ZYgDBeeXQndpBG6Tjw__thumb/img/MY2qgKEGcJipCZmjGU2LRnOmkTQ=/fit-in/200x150/filters:strip_icc()/pic677458.jpg
4527,Notable Quotables,boardgame,1990,3,6,60,60,0,https://cf.geekdo-images.com/1Bj8MmGIIDz3LgJ4q8Z6qw__thumb/img/9qDZrauNEyL_YjnJ-ytyV-4OifA=/fit-in/200x150/filters:strip_icc()/pic14492.jpg
4528,Election Day,boardgame,2002,2,4,30,30,13,https://cf.geekdo-images.com/HWS1MmjYj0Jrbbk5nZPUCw__thumb/img/QCZGxCJ8YBTohgGmrc3wJ3ob_Tg=/fit-in/200x150/filters:strip_icc()/pic44667.jpg
4529,Hellas,boardgame,2002,2,2,45,60,12,https://cf.geekdo-images.com/wyYLxM6Lgw1SLsZIVO61Lw__thumb/img/naG1mEtYrUbriVzbBQh237_SUY0=/fit-in/200x150/filters:strip_icc()/pic178402.jpg
4530,Life is Money,boardgame,2002,2,6,90,90,0,https://cf.geekdo-images.com/kuRmWFuE20YQ8g61Hc5ubA__thumb/img/JvRyT4VRwAksf5PjI6VPnphoUCA=/fit-in/200x150/filters:strip_icc()/pic4808182.jpg
4531,Mein Lieber Biber,boardgame,2000,2,6,30,30,6,https://cf.geekdo-images.com/d-1rYkIJY4zooLfNGB537A__thumb/img/RaPF5YE8TUAocN1NcpSpsYp97yI=/fit-in/200x150/filters:strip_icc()/pic180547.jpg
4532,Thud,boardgame,2002,2,2,60,60,8,https://cf.geekdo-images.com/SF-WJwczv8gcNGcsxXu8gw__thumb/img/jWL5h_p7YK8mxkYL7G6Yqx-JMXI=/fit-in/200x150/filters:strip_icc()/pic6912025.jpg
4533,Dice Kwon Do,boardgame,2001,2,2,10,10,7,https://cf.geekdo-images.com/JAY4VHKYCd77FybY9mnXBg__thumb/img/rxYFsycznHkZB1Splgs_UCvLke0=/fit-in/200x150/filters:strip_icc()/pic185623.jpg
4534,Rays of Light,boardgame,1979,2,2,45,45,8,https://cf.geekdo-images.com/ZYKqosIngxNSttHLtmd-YQ__thumb/img/Bx2hp3OhyiLlFTJLawXnIN3KmNo=/fit-in/200x150/filters:strip_icc()/pic14522.jpg
4536,Gamer Tycoon,boardgame,2002,2,7,45,45,10,https://cf.geekdo-images.com/ZV6CJOHuVlbr-wa5q9x3Tw__thumb/img/g10db5Un9dJFI2kG5AmGdUx-D5w=/fit-in/200x150/filters:strip_icc()/pic47779.jpg
4537,Baston,boardgame,1985,2,6,120,120,12,https://cf.geekdo-images.com/d8s9j3n7wsJGsiTzSKYSIQ__thumb/img/VmT66uyqBb7Ss2wkXPC9AZ5Is2Q=/fit-in/200x150/filters:strip_icc()/pic6628943.png
4538,Golden Goal,boardgame,1998,3,8,60,60,10,https://cf.geekdo-images.com/3I30FbmCNM4RoRIu7IIPkg__thumb/img/gZcrb7wMLRJXRk-a3yQnmwd6gAY=/fit-in/200x150/filters:strip_icc()/pic264324.jpg
4540,The Voyage of the Mayflower,boardgame,1996,1,4,30,30,10,https://cf.geekdo-images.com/sIAccKIFd4AVq-cJxhoU6g__thumb/img/IjjrIkPYZhylzwn5y_s20sXEkxQ=/fit-in/200x150/filters:strip_icc()/pic14504.jpg
4541,el Juego de las Diez Pistas,boardgame,1999,2,4,60,60,0,https://cf.geekdo-images.com/WbCVCzBQJMYjawKxN3C7IA__thumb/img/RXkbVXbE-6cfPM-zae09KGmXpFE=/fit-in/200x150/filters:strip_icc()/pic879377.jpg
4542,Personality Game,boardgame,1968,3,6,30,30,12,https://cf.geekdo-images.com/WWTst6haPbDMfmBdcs2CuA__thumb/img/VLF4d7eyvsG84rwd4ZVhHZY2-Ow=/fit-in/200x150/filters:strip_icc()/pic1806118.jpg
4543,Indiana Jones and the Temple of Doom,boardgame,1984,2,4,30,30,8,https://cf.geekdo-images.com/c2ishpza1XwDGZyQwORj5A__thumb/img/rn8PnLYZJHBgFe3z47KJcI3ZN7g=/fit-in/200x150/filters:strip_icc()/pic1092776.jpg
4544,Crusade: Lawrence Welk's All-Star ACS Kit,boardgame,1967,2,5,30,30,8,
4545,Upper Hand,boardgame,1985,2,2,20,20,7,https://cf.geekdo-images.com/MsUuuS3kdRnqQyS_9oLKYw__thumb/img/voEdwccmGkEjXpgUPec6kzGKFck=/fit-in/200x150/filters:strip_icc()/pic152107.jpg
4546,Cradle of Civilization,boardgame,1981,2,7,120,120,12,https://cf.geekdo-images.com/6alEerDPTDcNV42NH_sx8g__thumb/img/9H06LAacNDwZ_cFBTwy3kMmdsjQ=/fit-in/200x150/filters:strip_icc()/pic5113234.jpg
4547,The Cities Game,boardgame,1970,0,0,60,120,0,https://cf.geekdo-images.com/14FFCDYr5wsjT9IgEBHnbQ__thumb/img/1uVIibv1eSa4L3aTLl7UVHor1L0=/fit-in/200x150/filters:strip_icc()/pic171566.jpg
4548,Dinosaur Hunters!,boardgame,1993,3,4,90,90,6,https://cf.geekdo-images.com/DQwFBcJRlRhDFUPuSXGUNw__thumb/img/BdVKrDyRg5oDRJSIHEEnPtS5NF0=/fit-in/200x150/filters:strip_icc()/pic6567225.jpg
4549,Timestream: The Remnant,boardgame,2002,2,2,45,45,12,https://cf.geekdo-images.com/Gr9OVrEj1IYbhwcAEW5Xzg__thumb/img/SMib86FBKWJDE7d8Ij-7imyHZE4=/fit-in/200x150/filters:strip_icc()/pic14622.jpg
4550,1000 Blank White Cards,boardgame,1996,3,99,60,60,5,https://cf.geekdo-images.com/EaHV8Rg2_UPMfArVBZJc9A__thumb/img/CVKN7VwVrzITTEFKSaiNzjZWoEw=/fit-in/200x150/filters:strip_icc()/pic606721.jpg
4551,Quick Cross,boardgame,1997,2,2,10,10,0,https://cf.geekdo-images.com/eiecpZWOpcOxWXRZ-S_EAQ__thumb/img/fEJHNjsW-Zm1P_KcRt3Uz4P1sbs=/fit-in/200x150/filters:strip_icc()/pic14618.jpg
4552,Zorro,boardgame,1991,3,6,30,30,10,https://cf.geekdo-images.com/7a0K7zjB52u8N34D8FHNuA__thumb/img/WIL11v5_B05ldJi_vhKkM0DMzhk=/fit-in/200x150/filters:strip_icc()/pic24096.jpg
4553,Attribute,boardgame,2002,3,8,30,30,8,https://cf.geekdo-images.com/8mrFKnY4MU5XP2iifmAm9A__thumb/img/Co3ceTtwHQMATy3XyWjDcCxATto=/fit-in/200x150/filters:strip_icc()/pic211585.jpg
4554,Phalanx,boardgame,1964,2,2,90,90,10,https://cf.geekdo-images.com/ixyScqXpwXU9XM_HnNJWYg__thumb/img/LAnU2CxjffHiw5FdKGlTO-0vqd4=/fit-in/200x150/filters:strip_icc()/pic2523098.jpg
4555,Das Blaue Amulett,boardgame,1986,2,4,60,60,10,https://cf.geekdo-images.com/oOFKx7UjLSQkfSpve_CLUQ__thumb/img/B7gDt06Tk2O8ASfrRR_GeeQO9Pw=/fit-in/200x150/filters:strip_icc()/pic1289217.jpg
4556,Patton's Best,boardgame,1987,1,1,30,120,12,https://cf.geekdo-images.com/xV3UbnqsZapwPjQcfr9nOQ__thumb/img/x0xH2vIetGbRs8ax4hwCaE4OUgI=/fit-in/200x150/filters:strip_icc()/pic6578994.jpg
4558,Take Off!,boardgame,1987,2,6,60,60,6,https://cf.geekdo-images.com/XYOddbCbTs723HQ5AihcPA__thumb/img/IqZwl6EYI05kRc_22jA9xZ9684E=/fit-in/200x150/filters:strip_icc()/pic1623530.jpg
4559,Ginny-O,boardgame,1978,2,4,60,60,8,https://cf.geekdo-images.com/7PJ5iTyi7O5k5abZi6_yGA__thumb/img/EQLe7LEFmj6wE05MzJA4ilYYdzs=/fit-in/200x150/filters:strip_icc()/pic16624.jpg
4560,Fast 111's,boardgame,1981,2,4,20,20,5,https://cf.geekdo-images.com/aNELYMP_DePQRHqKxNd-_w__thumb/img/1bs-oR3-ZkAlYgztuaN3Q4W1InE=/fit-in/200x150/filters:strip_icc()/pic869101.jpg
4561,Carrera de Mente,boardgame,1985,2,20,90,90,10,https://cf.geekdo-images.com/nRHm3YQA5A5CV41mRrPIIg__thumb/img/aXZvzhFc1bbEUv3rzeabwfSsx3M=/fit-in/200x150/filters:strip_icc()/pic4414917.jpg
4562,Mogul,boardgame,2002,3,6,45,45,13,https://cf.geekdo-images.com/oLZrVG0rTL7ELP7z5WbTEw__thumb/img/c8XG2v1Em2Lp9_1qXgToQNqVZPQ=/fit-in/200x150/filters:strip_icc()/pic293980.jpg
4563,Gorilla,boardgame,1986,2,6,120,120,10,https://cf.geekdo-images.com/lDUU_WtJigKI_GJorb-Qyw__thumb/img/5IYF6E-I4SAe6Ivgxhtdsk4hwbI=/fit-in/200x150/filters:strip_icc()/pic38838.jpg
4564,Blue & Gray: Four American Civil War Battles,boardgame,1975,2,2,60,240,12,https://cf.geekdo-images.com/YHcCalhh2IbWpmigOVIGCg__thumb/img/8xVdSQyTCLBYtHWfKzdfPZK3_KE=/fit-in/200x150/filters:strip_icc()/pic375962.jpg
4566,The Old Pacific,boardgame,1993,1,4,20,20,6,https://cf.geekdo-images.com/bkzSWTWguRLmKJ1-Es8fww__thumb/img/X64XULo0a5XXbGD23KccYQcX5-U=/fit-in/200x150/filters:strip_icc()/pic100317.jpg
4567,Ripley's Believe It or Not!,boardgame,1984,2,6,45,45,8,https://cf.geekdo-images.com/kYgtDyTyjGk0lqwLRxESfA__thumb/img/Kfpt3hKg4STDz5P7eVaQzy1Yu8w=/fit-in/200x150/filters:strip_icc()/pic26466.jpg
4568,Racko Plus,boardgame,2001,2,4,30,30,8,https://cf.geekdo-images.com/06HIotsE3OLWP2LsYMd0EA__thumb/img/myP81pv1-objLtG_67tM7vlQDIs=/fit-in/200x150/filters:strip_icc()/pic471475.jpg
4569,Insight,boardgame,1967,2,20,120,120,10,https://cf.geekdo-images.com/xjFRcT0tblxDhVIXZaq7OA__thumb/img/NYxrgNZ-TnKXihHeCCTxqDNymXo=/fit-in/200x150/filters:strip_icc()/pic1262752.jpg
4570,Wordsters,boardgame,1991,2,6,60,60,12,https://cf.geekdo-images.com/5rH5pkwLmn4SnByaugOzLw__thumb/img/TKg5TVeFjISEPIqCxDFyHpFFvZc=/fit-in/200x150/filters:strip_icc()/pic584346.jpg
4571,Solar Space Maze,boardgame,1984,2,4,45,45,7,https://cf.geekdo-images.com/qZtzQH0afnMxm6U8cjxh8g__thumb/img/B2jPN0OGVRXvv7Wmkru9qQXYO3s=/fit-in/200x150/filters:strip_icc()/pic6006270.jpg
4572,Megachess,boardgame,1986,3,3,120,120,10,https://cf.geekdo-images.com/8W7QYI5Y3NiEGr4Evo0qNg__thumb/img/Q1J5viy-GspHf2Iu_obBvOgHss8=/fit-in/200x150/filters:strip_icc()/pic378387.jpg
4573,E$tabli$hment,boardgame,1984,2,6,120,120,12,https://cf.geekdo-images.com/taLz9kZrtSgo_J7Hq51AhA__thumb/img/xyY-nUhs79uISrNTcoE27bjlRic=/fit-in/200x150/filters:strip_icc()/pic6790964.jpg
4574,Slang Teasers,boardgame,1983,3,0,60,60,12,https://cf.geekdo-images.com/4Y1Ud1qcPhyLUnfhj2skqA__thumb/img/F9NSlIzylsaxvd03DAQaobkl8Mw=/fit-in/200x150/filters:strip_icc()/pic860942.jpg
4575,Saqqara,boardgame,1981,3,4,30,30,0,
4576,Dealing with Murder: Fatal Error,boardgame,2000,2,6,60,60,12,https://cf.geekdo-images.com/f-mATg7u1AzyeOVRnyS1Ag__thumb/img/CPKrQTcjqGQhOKhK94kR_d5nwUA=/fit-in/200x150/filters:strip_icc()/pic579177.jpg
4577,Hollywood Squares,boardgame,1967,2,3,30,30,10,https://cf.geekdo-images.com/WQJ3s_k6uwtD90tKuPZOOw__thumb/img/sMPSFOWIiBypBtM-jmt3s8B0l14=/fit-in/200x150/filters:strip_icc()/pic117414.jpg
4578,UNO Wild Tiles,boardgame,1982,2,4,10,10,8,https://cf.geekdo-images.com/nPjqk3y6KR4dom_6Nm3Ctg__thumb/img/hg6hFDzGcJULMNfizjd2a4k5Y4k=/fit-in/200x150/filters:strip_icc()/pic274527.jpg
