game_id,id,value
147567,6940,Inka Brand
147567,6941,Markus Brand
147571,12138,Bryan Steele
147581,1080,Henning Poehl
147590,11781,Steffen Benndorf
147614,70420,Alex Putfin
147616,59916,Jason Glover
147623,141,Friedemann Friese
147624,7324,Adam Kałuża
147625,341,Tracy Hickman
147625,13286,Laura Hickman
147635,103804,Rodger Deering
147647,110752,Damon Saddler
147648,56546,Joseph Fatula
147660,20329,P. J. Cunningham
147660,70458,Greg Stewart
147663,70471,David Alfredsson
147666,115949,Gary Seebo
147673,90093,Nick Metzler
147678,6409,Rory O'Connor
147681,45341,Corinna Harder
147681,45342,Jens Schumacher
147682,70470,Beth Kimmich
147685,4884,Marco Teubner
147689,3397,Max Gerchambeau
147692,70479,Christian Stenner
147707,4169,Fraser Lamont
147707,4168,Gordon Lamont
147708,4350,Tetsuya Nakamura
147709,70532,Bryan Corbett
147710,53747,Tomoki Kondoh
147716,944,Jake Thornton
147719,70484,Matt Schwartz
147721,56058,Brett J. Gilbert
147735,7217,Mike Perryman
147737,70490,Bill Paterno
147740,74624,Geoff Sims
147745,70492,Graham Russell (I)
147747,10026,Marco Valtriani
147750,205,Al Newman
147751,8174,Bernie DeKoven
147752,205,Al Newman
147755,4,Sid Sackson
147756,206,Phil Orbanes Sr.
147757,4,Sid Sackson
147765,70499,Piotr Siłka
147768,141,Friedemann Friese
147775,10248,Hilko Drude
147775,94,Reinhold Wittig
147782,398,Klaus-Jürgen Wrede
147788,70534,Christopher Burtt
147790,6653,Kris Gould
147793,4,Sid Sackson
147794,4,Sid Sackson
147797,70310,9Joe masaharu
147799,70539,Paul Stuhlfaut
147819,70555,Patrick van Gompel
147822,7315,Martin Brierley
147824,70541,Rainer Knöbel
147826,70558,Lucrezia
147830,7315,Martin Brierley
147831,379,Rick Heli
147848,70336,John F. Di Virgilio
147852,70632,Sebastian Seifferth
147854,206,Phil Orbanes Sr.
147855,980,Mike Young
147856,4,Sid Sackson
147857,8026,Stephen Sniderman
147858,136,S. Craig Taylor
147859,8026,Stephen Sniderman
147861,70600,Matt Arensberg
147862,70564,Van Phillips
147863,4,Sid Sackson
147865,1126,Christian Freeling
147866,4,Sid Sackson
147867,3548,R. Wayne Schmittberger
147868,7241,Robert Mansfield
147870,1126,Christian Freeling
147871,62677,Rey Alicea
147874,1126,Christian Freeling
147875,1126,Christian Freeling
147876,70572,Bryan Mattimore
147880,70575,Robert Gerver
147881,70576,Charles Weaver
147882,3,(Uncredited)
147883,9495,Seiji Kanai
147883,11089,Hayato Kisaragi
147883,76303,Masato Uesugi
147884,70574,Joseph W. McClintock
