name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
Gagline,12103,boardgame,5.75,0,4,1,1987,0,0,0,0,6,12,2024-01-23 18:45:54
Run to Win,12104,boardgame,4.301,0,1,0,1980,2,8,120,120,0,4,2024-01-23 18:45:54
Run Off,12106,boardgame,4.65,0,10,0,1996,2,5,0,0,0,34,2024-01-23 18:45:54
Silverstone Grand Prix,12109,boardgame,5.875,0,4,0,0,2,6,0,0,0,15,2024-01-23 18:45:54
Slik Move,12110,boardgame,5.625,0,4,0,0,2,8,0,0,7,10,2024-01-23 18:45:54
Grand National,12111,boardgame,7.2625,5.52985,40,2.1667,2001,2,6,45,45,10,70,2024-01-23 18:45:54
The Last Blitzkrieg,12112,boardgame,5.66667,0,3,0,0,2,2,0,0,12,15,2024-01-23 18:45:54
"White Steel, Red Blood: Denikin's Drive to Kharkov, May 1919",12113,boardgame,5.5,0,2,2,0,2,2,0,0,12,17,2024-01-23 18:45:54
Go For Gold,12114,boardgame,5.66667,0,3,0,1987,2,8,60,60,8,6,2024-01-23 18:45:54
Panzers along the Terek: Operation Ordzhonikidze – November 1942,12115,boardgame,6.34375,0,16,3,2007,2,2,240,480,12,46,2024-01-23 18:45:54
Army Group North 1944,12116,boardgame,4.58333,0,3,0,1998,2,2,0,0,12,21,2024-01-23 18:45:54
Death & Destruction: The Iran-Iraq War,12117,boardgame,5.75,0,6,0,1998,2,2,0,0,12,24,2024-01-23 18:45:54
The SS Abyss: Hungary 1945,12118,boardgame,7.13889,0,18,0,1995,2,2,0,0,12,83,2024-01-23 18:45:54
Tank Action in the Russian Civil War 1919,12119,boardgame,6,0,1,1,0,2,2,0,0,12,11,2024-01-23 18:45:54
Ins & Outs,12121,boardgame,4.55556,0,9,2,1984,2,2,10,10,7,30,2024-01-23 18:45:54
Run,12122,boardgame,6.15385,0,13,1.3333,1985,2,2,30,30,0,35,2024-01-23 18:45:54
18FR,12123,boardgame,6.925,5.52188,30,4.25,1997,3,6,360,360,14,73,2024-01-23 18:45:54
Länderbahnen,12124,boardgame,6.60833,0,12,3.5,2002,3,6,120,120,12,54,2024-01-23 18:45:54
18NL,12126,boardgame,7.11078,5.5416,51,3.3333,1999,3,6,180,360,14,112,2024-01-23 18:45:54
"Crouching Hamster, Hidden Translation",12127,boardgame,4.21429,0,7,0,2002,2,8,30,30,10,28,2024-01-23 18:45:54
Giant Monster Rampage 2: World War,12128,boardgame,7.61429,0,14,2,2003,2,8,60,60,12,39,2024-01-23 18:45:54
Giant Monster Rampage,12129,boardgame,7.40909,5.52663,33,2,2002,2,0,60,60,12,80,2024-01-23 18:45:54
Barons' War,12130,boardgame,5.32401,5.49046,56,2.6667,2004,2,2,180,180,10,201,2024-01-23 18:45:54
42,12131,boardgame,6.96123,5.6363,227,2.2381,1885,4,4,30,30,10,175,2024-01-23 18:45:54
The Trojan War,12132,boardgame,4.44,0,5,2.5,2002,2,2,120,120,12,29,2024-01-23 18:45:54
"Last Battles: East Prussia, 1945",12133,boardgame,5.39722,5.49581,36,3.6667,1994,2,4,300,300,12,135,2024-01-23 18:45:54
This Hallowed Ground,12134,boardgame,7.95875,5.62774,130,4.1364,1998,2,6,360,360,14,399,2024-01-23 18:45:54
Drive on Stalingrad (Second Edition),12135,boardgame,6.92255,5.56404,102,2.2857,2002,2,4,120,120,12,279,2024-01-23 18:45:54
Tisby,12136,boardgame,7.17222,0,18,2.5,1997,2,4,30,30,0,16,2024-01-23 18:45:54
Boxscorepad Baseball,12138,boardgame,0,0,0,0,1990,2,2,1,1,0,2,2024-01-23 18:45:54
The Three Days Of Gettysburg,12139,boardgame,7.04667,5.54281,63,4.1538,1995,2,8,420,420,12,312,2024-01-23 18:45:54
Stalingrad Pocket: 2nd Edition – The Wehrmacht's Greatest Disaster,12140,boardgame,7.32826,5.81268,464,2.6522,1996,1,2,180,900,15,1304,2024-01-23 18:45:54
This Terrible Sound,12141,boardgame,7.83947,5.61857,114,3.75,2000,2,4,120,120,12,497,2024-01-23 18:45:54
"The Battle of Austerlitz, December 2, 1805",12142,boardgame,6.23333,5.52716,81,2.4,1980,1,2,0,0,12,262,2024-01-23 18:45:54
Français,12143,boardgame,0,0,0,0,1955,1,6,20,20,12,3,2024-01-23 18:45:54
Pigskin,12144,boardgame,5.42857,0,7,0,1934,2,2,120,120,0,39,2024-01-23 18:45:54
The Dice of Wrath,12145,boardgame,5.625,0,8,1,2002,2,5,15,15,10,27,2024-01-23 18:45:54
Gonnect,12146,boardgame,6.9561,5.52427,41,3.5,2000,2,2,0,0,10,45,2024-01-23 18:45:54
Murder Mystery Party: Stayin' Alive,12147,boardgame,6,0,3,0,2003,6,8,120,120,18,24,2024-01-23 18:45:54
Rhyme or Reason,12148,boardgame,0,0,0,0,1988,2,2,30,30,0,1,2024-01-23 18:45:54
All My Children Fact or Fantasy Question Card Game,12149,boardgame,3,0,2,0,1998,1,0,30,30,18,3,2024-01-23 18:45:54
Watergate,12150,boardgame,0,0,0,0,1973,2,6,120,120,0,6,2024-01-23 18:45:54
Treasure Hunters,12151,boardgame,0,0,0,0,1996,2,2,30,30,10,2,2024-01-23 18:45:54
Twenty Fives,12152,boardgame,5.18333,0,6,2,1994,2,4,0,0,0,17,2024-01-23 18:45:54
Alak,12153,boardgame,5,0,16,1.5,1984,2,2,0,0,8,6,2024-01-23 18:45:54
Murder Mystery Party: Lethal Luau,12154,boardgame,6.98182,0,11,0,1996,6,8,180,180,16,72,2024-01-23 18:45:54
Imposter!,12155,boardgame,4.75,0,13,1,2004,2,10,30,30,8,36,2024-01-23 18:45:54
Name Dropper,12156,boardgame,5.75,0,4,1,2002,4,0,30,30,0,9,2024-01-23 18:45:54
Unanimo,12157,boardgame,7.12917,5.97657,839,1.1481,1990,3,8,30,30,10,1642,2024-01-23 18:45:54
Aboculis,12158,boardgame,6.83333,0,3,4,1997,2,2,5,5,0,9,2024-01-23 18:45:54
Adversary,12159,boardgame,0,0,0,0,1999,2,2,0,0,0,0,2024-01-23 18:45:54
APBA American Saddle Racing,12160,boardgame,6.93509,5.52696,53,1,1970,1,20,30,30,0,76,2024-01-23 18:45:54
Dinner Games: Honky Tonk Homicide,12161,boardgame,5.25,0,4,2,2004,8,10,120,120,18,23,2024-01-23 18:45:54
UNO Blitzo,12162,boardgame,5.39697,5.4957,33,1,2000,2,4,20,20,7,82,2024-01-23 18:45:54
Volgende patiënt,12164,boardgame,3.5,0,2,0,2003,2,4,30,30,8,15,2024-01-23 18:45:54
Professor Noggin's First Peoples of North America Card Game,12165,boardgame,6.2,0,5,1,2003,3,6,30,30,7,24,2024-01-23 18:45:54
Funkenschlag,12166,boardgame,7.56407,6.10783,897,3.5556,2001,2,6,180,180,12,1270,2024-01-23 18:45:54
Das Isses!,12167,boardgame,5.25,0,22,1.25,2000,3,10,45,45,10,77,2024-01-23 18:45:54
D-Day,12168,boardgame,5.95909,5.54044,297,2.4872,1961,2,2,120,120,12,935,2024-01-23 18:45:54
Henry V,12169,boardgame,6.27553,5.51979,47,2.8,1993,1,2,0,0,12,193,2024-01-23 18:45:54
Spongebob Squarepants Big Easy Game,12170,boardgame,3,0,1,1,1998,2,4,10,10,3,2,2024-01-23 18:45:54
Le Passe-Trappe,12171,boardgame,6.67586,5.76249,594,1.0385,2003,2,2,10,10,4,517,2024-01-23 18:45:54
Battle of Maiwand,12173,boardgame,7,0,2,2,1978,2,2,120,120,12,11,2024-01-23 18:45:54
Super Striker,12174,boardgame,6.05556,0,18,2.25,1970,2,2,30,30,8,18,2024-01-23 18:45:54
Nautical Pursuit,12176,boardgame,0,0,0,0,1986,2,4,60,60,0,6,2024-01-23 18:45:54
13: Assassin Collector Card Game,12177,boardgame,6.75,0,2,0,1990,2,3,20,20,12,5,2024-01-23 18:45:54
UNO: Shrek 2,12179,boardgame,5.44444,0,18,2,2004,2,10,10,10,7,35,2024-01-23 18:45:54
UNO: Ren and Stimpy,12180,boardgame,4.71429,0,7,0,2004,2,10,10,10,7,10,2024-01-23 18:45:54
Football Fever,12181,boardgame,7.52977,5.53278,43,2.3333,1982,2,2,60,60,10,123,2024-01-23 18:45:54
Brett Ball,12182,boardgame,4.8,0,7,0,1981,2,2,10,10,10,22,2024-01-23 18:45:54
Pan-Kai,12183,boardgame,6.26471,0,17,2,1960,2,2,10,10,0,34,2024-01-23 18:45:54
Gray Matter,12184,boardgame,5.38889,0,18,1,2002,2,2,60,60,10,64,2024-01-23 18:45:54
Who Do You Do?,12185,boardgame,6,0,1,1,2002,2,2,0,0,0,11,2024-01-23 18:45:54
eenie meenie minie moe,12186,boardgame,4.66667,0,3,0,0,2,6,1,1,12,6,2024-01-23 18:45:54
Secret Sound,12187,boardgame,2.42857,0,7,1,0,2,2,1,1,12,29,2024-01-23 18:45:54
Garden Competition,12188,boardgame,6.80098,5.61185,192,2.7727,2004,3,5,60,60,10,199,2024-01-23 18:45:54
The Patrons of Venice,12189,boardgame,6.70233,5.52377,43,3.25,2004,3,5,90,90,10,47,2024-01-23 18:45:54
Strip Checkers,12190,boardgame,4.3,0,5,0,1972,2,2,0,0,18,15,2024-01-23 18:45:54
UNO: Hulk,12193,boardgame,4.90909,0,11,0,2003,2,10,10,10,7,22,2024-01-23 18:45:54
Munchkin Bites!,12194,boardgame,5.99717,5.71546,3100,1.7574,2004,3,6,90,90,10,7435,2024-01-23 18:45:54
Drive on Leningrad,12195,boardgame,6.33333,0,3,0,2004,2,2,60,60,12,35,2024-01-23 18:45:54
St. George's Valour,12196,boardgame,6.16667,0,18,1.6667,2002,1,1,60,60,12,85,2024-01-23 18:45:54
Beer and Pretzels Skirmish (BAPS),12197,boardgame,6,0,3,0,1982,2,24,180,180,12,22,2024-01-23 18:45:54
Thunderbirds International Rescue Game,12198,boardgame,4.63696,0,23,1.5,1994,2,4,30,30,4,87,2024-01-23 18:45:54
Animotrax,12201,boardgame,3,0,1,0,1998,1,6,45,45,6,6,2024-01-23 18:45:54
Battle of the Atlantic,12202,boardgame,6.53525,5.52084,40,1.875,2000,1,1,60,60,12,142,2024-01-23 18:45:54
Taxi Driver,12203,boardgame,5.36,0,5,0,2004,3,7,20,20,8,24,2024-01-23 18:45:54
Trivial Pursuit: The Year in Review – Questions about 1993,12204,boardgame,4.99545,0,22,1.5,1994,2,6,30,30,12,59,2024-01-23 18:45:54
In a Pickle,12205,boardgame,4.66225,5.11396,1537,1.2088,2004,2,6,20,20,10,4120,2024-01-23 18:45:54
Space Race,12206,boardgame,5.14375,5.49417,32,1,2004,2,4,15,15,6,51,2024-01-23 18:45:54
BabeQuest,12208,boardgame,5.5,0,11,0,2003,2,6,60,60,0,18,2024-01-23 18:45:54
The Blop Game,12209,boardgame,7.9,0,1,0,1966,2,4,20,20,4,2,2024-01-23 18:45:54
Poppin' Hoppies,12210,boardgame,6.13571,0,14,1,1968,2,4,20,20,6,44,2024-01-23 18:45:54
Ancients II,12211,boardgame,6.30333,5.53786,93,2,1992,2,2,90,90,12,222,2024-01-23 18:45:54
Card Sharks,12212,boardgame,6.36071,0,28,1,2002,2,2,30,30,10,99,2024-01-23 18:45:54
Conjecture: the Hilarious Sculpting Game,12213,boardgame,6.03571,0,14,1,2002,4,99,30,30,8,34,2024-01-23 18:45:54
Pictionary: NASCAR Edition,12214,boardgame,5,0,1,0,2004,3,0,1,1,0,8,2024-01-23 18:45:54
Europa-Post,12215,boardgame,4.33333,0,6,1,0,2,6,25,25,8,11,2024-01-23 18:45:54
Rumble,12216,boardgame,4,0,4,0,1997,2,4,0,0,7,17,2024-01-23 18:45:54
Courtyard,12217,boardgame,5.57708,0,24,1.5,1984,2,2,30,30,8,87,2024-01-23 18:45:54
"Lille: The Classic Vauban Siege, 1708",12218,boardgame,6.93095,5.52629,42,3.2857,1978,0,0,0,0,12,114,2024-01-23 18:45:54
"Tyre: Alexander's Siege and Assault, 322 BC",12219,boardgame,6.65217,0,23,2.6667,1978,2,2,360,360,12,94,2024-01-23 18:45:54
Regular Golf,12220,boardgame,0,0,0,0,1978,1,4,0,0,0,9,2024-01-23 18:45:54
Spider-Man Web Launch Game,12221,boardgame,0,0,0,0,2004,2,4,10,10,6,4,2024-01-23 18:45:54
Ancients: Thapsos & Alexandria,12222,boardgame,5.90256,5.508,39,2,1994,2,2,45,45,12,175,2024-01-23 18:45:54
UNO: Sesame Street,12223,boardgame,4.78947,0,19,1,2004,2,10,10,10,7,37,2024-01-23 18:45:54
'Nam Diary,12224,boardgame,5.49231,0,13,1.6,2001,2,2,20,20,12,51,2024-01-23 18:45:54
UNO: The Muppet Show,12225,boardgame,5.21429,0,28,1,2003,2,10,10,10,7,75,2024-01-23 18:45:54
Minestrone,12226,boardgame,5.70645,5.50302,31,1.4286,2003,2,4,0,0,6,75,2024-01-23 18:45:54
UNO: Care Bears,12227,boardgame,4.84615,0,13,1,2003,2,10,10,10,7,38,2024-01-23 18:45:54
UNO: X Games,12228,boardgame,5.75,0,8,1,1999,2,10,10,10,6,12,2024-01-23 18:45:54
Trivial Pursuit: The Year in Review – Questions about 1992,12229,boardgame,4.05556,0,18,3,1992,2,6,30,30,12,50,2024-01-23 18:45:54
"Acre: Richard Lionheart's Siege, 1191",12230,boardgame,6.28846,0,26,3,1978,2,2,360,360,12,120,2024-01-23 18:45:54
Scavenger Spree,12231,boardgame,0,0,0,0,1988,2,4,1,1,0,0,2024-01-23 18:45:54
Wall Street Spin,12232,boardgame,5.5,0,2,1.5,2004,2,6,60,60,10,23,2024-01-23 18:45:54
"DAK2: The Campaign in North Africa, 1940-1942",12234,boardgame,8.32597,5.79607,294,4.371,2004,1,2,360,360,14,800,2024-01-23 18:45:54
Great Women: Foremothers,12235,boardgame,0,0,0,1,1979,0,0,0,0,7,5,2024-01-23 18:45:54
Cargoes,12236,boardgame,4.53571,0,14,2,1934,2,4,0,0,7,74,2024-01-23 18:45:54
Oil: The Great Adventure,12237,boardgame,5.30321,5.47294,249,2,1960,2,6,60,180,10,613,2024-01-23 18:45:54
Switch 16,12238,boardgame,4.28936,5.4711,47,1.2857,2001,2,4,20,20,7,115,2024-01-23 18:45:54
Redline Korea,12239,boardgame,5.7,0,25,3,1995,2,2,120,120,0,159,2024-01-23 18:45:54
Scirmish,12240,boardgame,6,0,9,1.5,1999,2,2,15,15,7,30,2024-01-23 18:45:54
Signal Close Action,12241,boardgame,7.88889,0,18,3.6,1993,2,2,120,120,12,52,2024-01-23 18:45:54
Bluffers Beware,12242,boardgame,7,0,3,0,1992,3,6,45,45,8,19,2024-01-23 18:45:54
Ziff Zoff,12243,boardgame,4.68043,5.48086,46,1,1996,2,2,10,10,6,65,2024-01-23 18:45:54
Word Trek,12244,boardgame,4.25,0,2,2,1993,1,100,1,1,13,23,2024-01-23 18:45:54
Trap Surprise,12245,boardgame,3,0,2,0,1998,2,4,20,20,5,4,2024-01-23 18:45:54
"Up Against The Wall, Motherf*****!",12246,boardgame,5.57143,0,14,1.5,1969,2,2,90,90,15,38,2024-01-23 18:45:54
Monopoly: NHL Original Six,12247,boardgame,5.5625,0,20,1,2001,2,6,60,60,8,50,2024-01-23 18:45:54
Alexander the Great,12248,boardgame,6.05633,5.60728,549,2.7051,2005,2,5,75,75,10,1207,2024-01-23 18:45:54
Watch Word,12249,boardgame,6,0,1,2,1966,2,4,15,15,8,7,2024-01-23 18:45:54
Rummel Bummel,12250,boardgame,5.33333,0,3,0,1998,3,4,15,15,5,10,2024-01-23 18:45:54
Clash Along the Psel: The Battle of Kursk 1943,12252,boardgame,7.9117,5.55242,47,3.9,2004,2,2,120,120,14,151,2024-01-23 18:45:54
ATS Stalingrad: Dzerhezinsky Tractor Works 1942,12253,boardgame,7.39841,5.5629,66,3.6,2004,2,2,120,120,12,178,2024-01-23 18:45:54
Brace,12254,boardgame,9,0,1,5,1998,1,2,0,0,0,6,2024-01-23 18:45:54
Megallo,12255,boardgame,4.57143,0,7,2,1993,0,2,0,0,7,43,2024-01-23 18:45:54
Throw a Fit,12256,boardgame,0,0,0,0,0,1,0,0,0,0,1,2024-01-23 18:45:54
Overpass,12257,boardgame,5,0,3,0,2001,1,4,0,0,0,7,2024-01-23 18:45:54
Gallop,12258,boardgame,1,0,1,0,1983,1,2,0,0,0,4,2024-01-23 18:45:54
More or Less,12259,boardgame,7,0,1,0,2003,1,2,0,0,0,4,2024-01-23 18:45:54
Lemma,12260,boardgame,5.66667,0,6,0,1987,2,6,0,0,12,19,2024-01-23 18:45:54
Colormaze,12261,boardgame,6,0,4,3,1984,1,6,0,0,8,10,2024-01-23 18:45:54
Radmühle,12262,boardgame,6.09091,0,11,0,1992,2,2,5,5,0,24,2024-01-23 18:45:54
Spycraft: Collectible Card Game,12263,boardgame,6.06907,5.53608,173,3.1818,2004,2,6,60,60,10,348,2024-01-23 18:45:54
Tour of London,12264,boardgame,4.30357,0,7,1,1984,2,4,20,20,0,14,2024-01-23 18:45:54
Four Sight,12265,boardgame,5.53571,0,14,1.3333,1975,2,2,10,10,8,48,2024-01-23 18:45:54
Barren Victory,12266,boardgame,7.36139,5.5753,101,3.2,1991,1,4,240,1800,0,392,2024-01-23 18:45:54
Dwarves and Dice,12267,boardgame,6.05385,5.51876,91,1,1999,2,8,5,5,3,148,2024-01-23 18:45:54
Voltron: Defender of the Universe,12268,boardgame,3.5,0,10,1,1985,2,5,30,30,0,50,2024-01-23 18:45:54
Manassas,12269,boardgame,8.65854,5.54806,41,3.25,1980,2,4,240,240,0,111,2024-01-23 18:45:54
David Leadbetter's Golf Game,12271,boardgame,0,0,0,0,2002,1,4,60,60,9,3,2024-01-23 18:45:54
The Long March,12273,boardgame,5,0,2,2,1977,1,3,90,90,12,25,2024-01-23 18:45:54
Bloody Legacy,12274,boardgame,5.40156,5.49482,96,1,2004,2,8,30,30,8,145,2024-01-23 18:45:54
Arms Race,12275,boardgame,5.125,0,8,3,1976,2,4,120,120,12,13,2024-01-23 18:45:54
Hyborian Gates,12276,boardgame,3.82676,5.44477,71,3,1995,2,2,90,90,12,186,2024-01-23 18:45:54
IT,12277,boardgame,6.4,0,5,3.5,1978,1,3,90,90,12,25,2024-01-23 18:45:54
Megalomania,12278,boardgame,3.25,0,4,1,1987,2,6,0,0,13,12,2024-01-23 18:45:54
Rally,12279,boardgame,5.625,0,20,1,1987,2,6,60,60,6,51,2024-01-23 18:45:54
Geistesblitz,12280,boardgame,6.24494,5.51866,89,1.3333,1991,2,6,10,10,8,279,2024-01-23 18:45:54
Versailles,12281,boardgame,5.33158,5.49674,38,1.3333,2004,2,6,15,15,8,86,2024-01-23 18:45:54
"Grand Illusion: Mirage of Glory, 1914",12282,boardgame,6.94187,5.64846,256,3.1935,2004,2,2,240,240,12,902,2024-01-23 18:45:54
Manifest Destiny,12283,boardgame,6.48701,5.71863,592,3.1647,2005,3,5,180,180,12,923,2024-01-23 18:45:54
Crash Cribbage,12284,boardgame,7,0,3,0,1999,2,6,30,30,8,6,2024-01-23 18:45:54
Hühnerpfanne,12286,boardgame,5.45,0,10,1,2004,2,6,15,15,5,13,2024-01-23 18:45:54
Knapp daneben,12287,boardgame,5.95967,5.50553,30,1,2004,2,8,15,15,6,47,2024-01-23 18:45:54
Die Midromis,12288,boardgame,7,0,1,1,2004,2,5,15,15,0,5,2024-01-23 18:45:54
Rooster Booster,12289,boardgame,5.41013,5.49495,79,1.2857,2004,3,5,30,30,8,135,2024-01-23 18:45:54
Mio!,12290,boardgame,4.97917,0,24,1,2004,2,6,30,30,6,57,2024-01-23 18:45:54
Animal Party,12291,boardgame,5.61681,5.51054,235,1.1304,2004,2,6,10,10,4,645,2024-01-23 18:45:54
Stop Press,12293,boardgame,7.024,0,5,2,1988,3,8,0,0,0,10,2024-01-23 18:45:54
Game of Boom or Bust,12294,boardgame,6.13333,0,15,3,1951,3,4,60,60,0,36,2024-01-23 18:45:54
Captain Scarlet and the Mysterons Adventure Game,12295,boardgame,4.16176,0,17,1.3333,1993,2,6,60,60,4,39,2024-01-23 18:45:54
Senator,12296,boardgame,5.53972,5.50065,518,2.0282,2004,3,5,60,60,8,1086,2024-01-23 18:45:54
UFO Target,12297,boardgame,5,0,2,0,1985,2,2,15,15,5,10,2024-01-23 18:45:54
Privilege,12298,boardgame,0,0,0,0,1938,1,4,60,60,0,7,2024-01-23 18:45:54
Twordy,12300,boardgame,0,0,0,0,1969,1,4,60,60,0,3,2024-01-23 18:45:54
Doubles Chess,12301,boardgame,6.22222,0,18,4,1994,2,4,120,120,10,50,2024-01-23 18:45:54
Anagram Poker,12302,boardgame,0,0,0,0,0,2,8,120,120,10,3,2024-01-23 18:45:54
Dunkerque: 1940,12303,boardgame,6.59091,0,11,2,1972,2,2,180,180,12,51,2024-01-23 18:45:54
Deluxe Pass the Pigs,12304,boardgame,5.54558,5.49183,208,1.0714,2004,2,10,20,20,7,452,2024-01-23 18:45:54
Scalino,12305,boardgame,6.86,0,25,2.3333,1970,2,4,30,30,10,95,2024-01-23 18:45:54
DisX,12306,boardgame,6.27,5.5108,30,2.5,2003,2,6,0,0,6,44,2024-01-23 18:45:54
Stingray,12307,boardgame,5.5,0,4,0,1993,2,4,60,60,7,8,2024-01-23 18:45:54
Towers in Time,12308,boardgame,3.5931,0,29,2.25,1994,2,2,30,30,12,107,2024-01-23 18:45:54
Austin Powers CCG,12309,boardgame,4.53818,5.46064,77,1.5625,1999,2,6,20,20,13,171,2024-01-23 18:45:54
Space Dominos,12310,boardgame,0,0,0,0,1996,2,6,0,0,6,10,2024-01-23 18:45:54
Roup,12311,boardgame,3.6,0,5,0,1992,2,5,0,0,0,17,2024-01-23 18:45:54
Take It or Leave It,12312,boardgame,0,0,0,0,1942,2,10,60,60,0,8,2024-01-23 18:45:54
GWAR Rumble In Antarctica Miniatures Rules,12313,boardgame,8.05,0,10,0,1999,2,2,0,0,12,35,2024-01-23 18:45:54
Newmarket,12314,boardgame,4.57812,5.4867,32,1,0,3,8,0,0,8,55,2024-01-23 18:45:54
Jimmy the Greek Odds Maker Poker-Dice,12315,boardgame,4.75,0,4,0,1974,1,10,60,60,8,14,2024-01-23 18:45:54
Sky My Husband,12316,boardgame,5.33333,5.49644,42,1,2004,2,8,15,15,12,113,2024-01-23 18:45:54
Brouhaha,12317,boardgame,5.61926,5.50565,122,1,2004,3,42,10,10,6,340,2024-01-23 18:45:54
Typo,12318,boardgame,6.18581,5.62689,462,1.4,2004,2,6,30,30,8,774,2024-01-23 18:45:54
Quandary,12319,boardgame,6.32462,5.52348,65,2.1667,1970,2,2,20,20,10,166,2024-01-23 18:45:54
Ice Breakers to the Rescue,12320,boardgame,6,0,5,2,2004,2,4,60,60,10,21,2024-01-23 18:45:54
Archipel,12321,boardgame,5.39524,0,21,0,2004,2,5,60,60,12,57,2024-01-23 18:45:54
Nexus,12322,boardgame,0,0,0,0,1964,1,4,60,60,0,2,2024-01-23 18:45:54
Strike it Rich,12323,boardgame,0,0,0,0,1956,2,4,90,90,0,6,2024-01-23 18:45:54
Spooks: The Haunting Mystery Game,12324,boardgame,6.25,0,8,2,2002,3,6,30,30,8,24,2024-01-23 18:45:54
Perpetual Commotion,12325,boardgame,6.31186,5.56107,181,1.1053,2003,2,6,45,45,13,406,2024-01-23 18:45:54
Sumo Basho,12326,boardgame,6.5,0,4,0,2002,2,2,15,15,8,6,2024-01-23 18:45:54
Babelation,12327,boardgame,0,0,0,0,1978,2,6,0,0,6,4,2024-01-23 18:45:54
Sqwurm,12328,boardgame,3.77778,0,9,0,1979,2,6,0,0,8,47,2024-01-23 18:45:54
Voyage to Cipangu,12329,boardgame,6.54167,0,12,2.25,1979,2,4,45,45,12,21,2024-01-23 18:45:54
The Lion King Matching Game,12330,boardgame,7,0,1,0,1994,2,2,0,0,0,14,2024-01-23 18:45:54
Moose Quest,12331,boardgame,5.67308,0,13,1,2004,2,4,45,45,11,22,2024-01-23 18:45:54
Zorro: The Fight Against Alcalde,12332,boardgame,5.66667,0,9,1.5,1990,2,4,20,20,8,29,2024-01-23 18:45:54
Twilight Struggle,12333,boardgame,8.24884,8.07366,47968,3.6067,2005,2,2,120,180,13,67124,2024-01-23 18:45:54
Leftovers,12334,boardgame,6.28,0,15,1.6667,2004,2,6,30,30,5,21,2024-01-23 18:45:54
Operation Market Garden,12335,boardgame,5.94444,0,9,2,1973,2,2,240,240,12,27,2024-01-23 18:45:54
"Bitter End: A Relief of the Besieged City, 1945",12336,boardgame,7.83,5.5312,30,3.4,1983,2,2,360,360,12,101,2024-01-23 18:45:54
"Kasserine: The Baptism of Fire, February 1943",12337,boardgame,4.66667,0,15,2,1992,1,4,120,240,12,75,2024-01-23 18:45:54
Alchimech,12339,boardgame,5.78125,0,8,4,2004,2,6,150,150,0,24,2024-01-23 18:45:54
The Sopranos Trivia Game,12340,boardgame,4.375,0,22,1,2004,2,8,60,60,18,81,2024-01-23 18:45:54
Amen,12341,boardgame,4,0,6,1.5,1994,2,8,0,0,10,22,2024-01-23 18:45:54
Hunchback of Notre Dame Activity Card Game,12342,boardgame,5,0,2,0,0,2,4,0,0,0,4,2024-01-23 18:45:54
Satanix,12344,boardgame,3.875,0,8,1.3333,0,2,2,15,15,10,17,2024-01-23 18:45:54
Lifestyles of the Rich and Famous: The Game,12345,boardgame,5,0,7,1.5,1987,2,6,0,0,12,42,2024-01-23 18:45:54
Spooky Stairs,12346,boardgame,6.4299,5.92426,1837,1.0956,2003,2,4,10,15,4,3252,2024-01-23 18:45:54
Quintagon,12347,boardgame,3.77778,0,9,2,2003,2,5,45,45,6,11,2024-01-23 18:45:54
Twistgammon,12348,boardgame,5.54733,0,15,2.5,2004,2,2,20,20,0,38,2024-01-23 18:45:54
Trillõn,12349,boardgame,4.53529,0,17,2,2003,2,6,0,0,0,25,2024-01-23 18:45:54
Battlestations,12350,boardgame,7.10968,5.97553,939,3.3987,2004,2,8,240,240,12,1705,2024-01-23 18:45:54
Truth? or Fib?,12351,boardgame,6.5,0,11,1.3333,2001,2,20,30,30,0,17,2024-01-23 18:45:54
Kineti-Go Magnetic Shuffleboard,12352,boardgame,6.73021,5.52594,48,1.3333,2004,2,2,20,20,6,38,2024-01-23 18:45:54
Professor Fitz Amazing Inventions: A Game of Innovation and Chance,12353,boardgame,5.66667,0,3,1,1987,2,6,15,15,8,10,2024-01-23 18:45:54
Profi-Cross,12354,boardgame,5,0,2,0,0,2,8,0,0,12,6,2024-01-23 18:45:54
Brigade Fire and Fury: Wargaming the Civil War with Miniatures,12355,boardgame,7.64091,5.6709,187,3.0833,1990,2,12,180,180,12,306,2024-01-23 18:45:54
Dreadnoughts & Battlecruisers,12356,boardgame,6.92083,0,12,2,2003,1,8,120,120,12,49,2024-01-23 18:45:54
Himmel und Hölle,12358,boardgame,4.25,0,2,0,1992,2,4,30,30,10,3,2024-01-23 18:45:54
Schieberbande,12359,boardgame,6,0,4,0,1986,2,4,45,45,0,29,2024-01-23 18:45:54
Kanto,12360,boardgame,5.35,0,12,1.5,1975,2,2,20,20,10,41,2024-01-23 18:45:54
Overdrive Arena,12361,boardgame,6.16667,0,9,2.5,2004,2,2,0,0,10,31,2024-01-23 18:45:54
Anvil-Dragoon: The Second D-Day,12362,boardgame,5.05,0,10,2,1976,2,2,150,150,12,51,2024-01-23 18:45:54
Spit It Out!,12363,boardgame,6.77778,0,9,0,1996,4,20,60,60,0,21,2024-01-23 18:45:54
Tennis Open,12364,boardgame,5.75,0,4,0,1988,2,4,0,0,0,9,2024-01-23 18:45:54
Weapons of Mass Destruction,12367,boardgame,6.48221,5.57962,208,1.4783,2004,2,4,30,30,12,502,2024-01-23 18:45:54
APBA Professional Bowling,12368,boardgame,5.96095,0,21,2,1979,1,4,120,120,10,47,2024-01-23 18:45:54
