name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
"Great War at Sea: 1898, The Spanish American War",4914,boardgame,6.56504,5.55352,125,2.6087,2000,2,4,30,30,12,430,2024-01-23 18:40:56
Great War at Sea 2: The North & Baltic Seas,4915,boardgame,6.77903,5.56675,124,2.8889,1998,2,4,180,180,12,380,2024-01-23 18:40:56
"Great War at Sea: 1904-1905, The Russo-Japanese War",4916,boardgame,6.6325,5.57615,160,2.4615,1999,2,4,30,30,12,511,2024-01-23 18:40:56
Great War at Sea: U.S. Navy Plan Black,4917,boardgame,6.75952,5.54608,84,2.4545,1999,2,4,120,120,12,364,2024-01-23 18:40:56
Great War at Sea: U.S. Navy Plan Orange,4918,boardgame,6.82295,5.56221,122,2.381,1998,2,4,120,120,12,451,2024-01-23 18:40:56
Great War at Sea: U.S. Navy Plan Red,4919,boardgame,6.63851,5.54596,87,2.5455,2002,1,2,30,30,12,345,2024-01-23 18:40:56
5th Fleet: Modern Naval Combat in the Indian Ocean,4920,boardgame,7.20941,5.71178,324,3.439,1989,2,4,180,180,12,904,2024-01-23 18:40:56
"3rd Fleet: Modern Naval Combat in the North Pacific, Caribbean, and Atlantic Oceans",4921,boardgame,7.27428,5.71018,297,3.6053,1990,2,4,180,180,12,846,2024-01-23 18:40:56
Clever Endeavor,4922,boardgame,5.35608,5.48684,230,1.8947,1989,2,8,45,45,12,643,2024-01-23 18:40:56
NogginNosh,4923,boardgame,3.88889,0,9,1,1995,2,4,10,10,12,42,2024-01-23 18:40:56
Survivor: The Australian Outback Card Game,4925,boardgame,3.69768,5.44935,56,1.3333,2000,4,8,20,20,18,151,2024-01-23 18:40:56
Clay to Win,4926,boardgame,5.71739,0,23,1,1988,4,99,60,60,10,30,2024-01-23 18:40:56
Big Business,4927,boardgame,4.47917,0,24,1.5,1936,2,4,45,45,8,131,2024-01-23 18:40:56
Clue: 50th Anniversary Edition,4928,boardgame,6.31456,5.63474,523,1.6333,1999,3,6,60,60,8,1293,2024-01-23 18:40:56
Top 40 Trivia,4929,boardgame,6.5,0,2,0,1984,2,6,10,10,12,14,2024-01-23 18:40:56
Survivor Trading Card Game,4930,boardgame,5.33103,0,29,1,2001,2,2,60,60,0,66,2024-01-23 18:40:56
Bruce Jenner Decathlon Game,4931,boardgame,5.1875,0,24,1.6667,1979,3,4,45,45,8,43,2024-01-23 18:40:56
Moovit,4932,boardgame,4.75,0,4,0,1998,2,6,10,10,0,21,2024-01-23 18:40:56
The Tick: Hip Deep in Evil!,4933,boardgame,4.79365,5.47677,63,1.2857,1996,2,4,60,60,7,161,2024-01-23 18:40:56
Battling Tops,4934,boardgame,6.10736,5.59059,383,1.2051,1968,2,4,45,45,6,423,2024-01-23 18:40:56
Test of Arms,4935,boardgame,6.14574,5.52244,94,2.2222,1988,2,2,120,120,12,320,2024-01-23 18:40:56
Play It By Ear,4948,boardgame,5.7416,5.50664,50,1.6,1991,2,12,60,60,16,109,2024-01-23 18:40:56
Play It By Ear: Volume 2,4949,boardgame,6.21538,0,13,2,1992,2,12,60,60,16,41,2024-01-23 18:40:56
Road Block,4950,boardgame,3.66667,0,3,1,2001,2,4,20,20,5,21,2024-01-23 18:40:56
PAC-MAN Card Game,4951,boardgame,5.05882,5.49156,34,1,1982,2,4,20,20,8,147,2024-01-23 18:40:56
"Trivial Pursuit: TV Edition – 4,800 Questions and Answers",4952,boardgame,5.31429,5.49034,91,1.9,1992,2,6,60,60,12,273,2024-01-23 18:40:56
1313 Dead End Drive,4953,boardgame,5.87223,5.57149,916,1.339,2002,2,4,60,90,8,2164,2024-01-23 18:40:56
Timberland,4957,boardgame,6.35814,5.51876,43,2,1989,2,4,30,30,8,104,2024-01-23 18:40:56
Ardennes,4958,boardgame,7.13696,5.7154,343,2.8367,1994,1,4,180,900,12,893,2024-01-23 18:40:56
"Crusader: The 8th Army's Winter Victory, Nov-Dec 1941",4959,boardgame,6.54253,5.56631,154,2.5,1997,2,4,180,180,12,522,2024-01-23 18:40:56
Gazala,4960,boardgame,6.65816,5.54322,98,2.76,1998,2,4,180,180,12,456,2024-01-23 18:40:56
Sunda to Sahul,4961,boardgame,5.98662,5.56816,309,2.1471,2002,1,4,45,45,10,498,2024-01-23 18:40:56
1914,4962,boardgame,5.89172,5.52563,291,3.625,1968,2,2,360,360,12,861,2024-01-23 18:40:56
Enemy Agent,4963,boardgame,5.9931,0,29,2.25,1975,2,2,60,60,9,93,2024-01-23 18:40:56
Close Assault: A Man-to-Man Game of Squad Tactics and Command – Europe 1939-1945,4964,boardgame,7.245,5.54158,60,2.875,1983,1,4,90,90,12,215,2024-01-23 18:40:56
Jamie Swise Mystery Games: Murder by Proxy,4966,boardgame,5,0,2,2,1982,7,8,180,180,16,10,2024-01-23 18:41:19
Rome at War II: Fading Legions,4967,boardgame,6.24398,5.53156,108,2.3158,2002,2,2,120,120,12,349,2024-01-23 18:41:19
Big Foot,4968,boardgame,5.68446,5.49904,71,1,1977,2,4,45,45,8,136,2024-01-23 18:41:19
Manhunt,4969,boardgame,5.8675,5.50437,52,1.3333,1972,2,4,90,90,8,212,2024-01-23 18:41:19
Decision in France,4970,boardgame,6.81967,5.54036,61,2.7857,1994,2,3,360,360,12,215,2024-01-23 18:41:19
Viva España: A Game of the Spanish Civil War – 1936-1939,4971,boardgame,6.63953,5.51581,43,3,1977,2,2,180,180,12,157,2024-01-23 18:41:19
Lost Gold,4972,boardgame,5.46625,5.49778,40,1,1975,2,2,45,45,8,107,2024-01-23 18:41:19
Pay Cards!,4973,boardgame,5.87273,0,11,1.5,1969,3,4,60,60,0,26,2024-01-23 18:41:19
"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",4974,boardgame,7.16811,5.70887,323,4.1087,1976,2,2,240,240,12,996,2024-01-23 18:41:19
Pick Two!,4975,boardgame,6.36225,5.57906,200,1.4783,1991,2,6,30,30,8,393,2024-01-23 18:41:19
Derby Days,4976,boardgame,4.9921,5.4889,46,1,1989,2,4,20,20,6,139,2024-01-23 18:41:19
VOR: The Maelstrom,4977,boardgame,6.88588,5.54624,85,2.8333,1999,2,10,90,90,12,193,2024-01-23 18:41:19
Warzone (Second Edition),4978,boardgame,6.5958,5.56381,156,2.9333,1998,2,8,90,240,12,300,2024-01-23 18:41:19
Blood Berets,4979,boardgame,5.76115,5.5126,139,3,1993,2,4,60,60,12,506,2024-01-23 18:41:19
Cityscape,4980,boardgame,6.19586,5.59565,326,1.6667,2002,2,4,10,10,8,537,2024-01-23 18:41:19
Sensationen,4981,boardgame,4.67333,0,15,1,1992,2,4,10,10,9,46,2024-01-23 18:41:19
Der Herr der Ringe: Die Zwei Türme,4983,boardgame,5.84211,5.51803,133,1.8125,2002,2,4,60,60,10,316,2024-01-23 18:41:19
Jutland,4984,boardgame,6.70459,5.70549,523,2.9125,1967,2,10,60,360,12,1422,2024-01-23 18:41:19
Warmaster,4985,boardgame,7.26445,5.80739,470,2.9074,2000,2,99,120,120,12,824,2024-01-23 18:41:19
Elementary Watson,4986,boardgame,5.875,0,8,0,1978,2,7,120,120,0,28,2024-01-23 18:41:19
Meet the Presidents,4987,boardgame,4.5,0,18,2,1950,2,4,45,45,8,76,2024-01-23 18:41:19
Equality,4988,boardgame,5,0,8,0,1953,1,4,60,60,6,22,2024-01-23 18:41:19
Scandinavia,4990,boardgame,7.37288,0,26,3.5,1996,2,6,300,300,12,49,2024-01-23 18:41:19
Apples to Apples Kids,4991,boardgame,6.02684,5.5847,398,1.0769,2001,4,10,30,30,7,677,2024-01-23 18:41:19
Earth Satellite Game,4992,boardgame,7,0,1,0,1956,2,4,30,30,8,4,2024-01-23 18:41:19
The Sting Game,4993,boardgame,5.04211,0,9,2,1976,3,4,10,10,0,60,2024-01-23 18:41:19
Consequential,4994,boardgame,5.375,0,4,0,1999,4,24,90,90,12,25,2024-01-23 18:41:19
Dollars & Sense,4995,boardgame,6,0,1,0,1980,2,6,90,90,8,6,2024-01-23 18:41:19
Quest for the Ideal Mate,4996,boardgame,3.525,0,20,1.3333,1987,3,12,90,90,18,66,2024-01-23 18:41:19
HellRail,4997,boardgame,5.58933,5.50336,75,2,1998,2,4,30,30,12,225,2024-01-23 18:41:19
Desperado,4998,boardgame,4.83333,0,3,0,1985,3,6,45,45,0,7,2024-01-23 18:41:19
Jet World,4999,boardgame,5.39444,5.49704,36,1,1975,2,4,60,60,8,91,2024-01-23 18:41:19
Tuf-abet,5000,boardgame,5.61316,5.50219,38,1.4286,1969,2,4,45,45,8,140,2024-01-23 18:41:19
Telepaths,5001,boardgame,6.2536,5.5414,139,1.25,1992,4,24,60,60,9,380,2024-01-23 18:41:19
Pro Golf,5002,boardgame,5.68981,5.50582,161,1.68,1981,1,36,60,60,10,335,2024-01-23 18:41:19
Build the American Dream,5003,boardgame,0,0,0,0,1990,2,6,120,120,0,6,2024-01-23 18:41:19
Hauberk,5004,boardgame,5.13636,0,11,2,1991,2,8,120,120,12,30,2024-01-23 18:41:19
Real People,5005,boardgame,5.37308,0,26,1,1991,3,6,30,30,10,62,2024-01-23 18:41:19
An Evening of Murder: The Final Act,5006,boardgame,0,0,0,0,2000,8,8,180,180,18,9,2024-01-23 18:41:19
Fence,5007,boardgame,0,0,0,0,1955,2,4,60,60,0,1,2024-01-23 18:41:19
Truth or Consequences,5009,boardgame,4.7,0,7,0,1955,2,4,30,30,0,25,2024-01-23 18:41:19
Flight of the Boodles,5010,boardgame,5.84783,0,23,1.75,1982,1,2,30,30,10,75,2024-01-23 18:41:19
Monsters of the Midway,5011,boardgame,5.71765,5.50046,34,2.3333,1982,2,2,60,60,10,108,2024-01-23 18:41:19
Snit Smashing,5012,boardgame,5.57965,5.50161,142,1.5263,1977,2,4,60,60,12,422,2024-01-23 18:41:19
Arrakhar's Wand,5013,boardgame,5.09524,0,21,3,1983,2,2,45,45,12,71,2024-01-23 18:41:19
Hands Up,5014,boardgame,5.94531,5.5791,469,1.0789,2002,2,8,20,20,6,747,2024-01-23 18:41:19
Don't Spill the Beans,5015,boardgame,4.1552,5.28224,373,1.1481,1957,2,4,10,10,3,593,2024-01-23 18:41:19
Marston Moor,5016,boardgame,6.47321,0,28,2.6667,1978,2,2,180,180,12,116,2024-01-23 18:41:19
Fishin' Time,5018,boardgame,4.72384,5.46224,86,1.125,1986,2,8,60,60,6,167,2024-01-23 18:41:19
Buggo,5019,boardgame,5.76727,5.50743,55,1.125,2000,2,8,10,10,5,125,2024-01-23 18:41:19
Heroes of the Maze,5020,boardgame,5.11364,0,22,1,1991,2,4,30,30,7,49,2024-01-23 18:41:19
The Struggle of Nations,5021,boardgame,6.30551,5.58521,272,4.275,1982,2,2,360,360,14,1024,2024-01-23 18:41:19
Caesar's Game,5022,boardgame,6.16364,0,11,0,1984,2,2,20,20,8,25,2024-01-23 18:41:19
Conquerors,5023,boardgame,6.69565,5.54948,92,3.2308,1977,2,2,240,240,12,325,2024-01-23 18:41:19
Der Fuhrer,5024,boardgame,7.07895,0,19,2.4,1976,1,6,90,90,0,47,2024-01-23 18:41:19
Don't Feed the Gators,5025,boardgame,4.91667,0,12,0,1992,2,4,20,20,5,25,2024-01-23 18:41:19
Don't Wake the Dragon!,5026,boardgame,5.5597,5.49395,67,1.5,1986,2,4,10,12,5,125,2024-01-23 18:41:19
Torpedo Run,5027,boardgame,0,0,0,0,1983,2,5,30,30,8,8,2024-01-23 18:41:19
The Game of Life in Monstropolis,5028,boardgame,4.48355,5.46271,76,1,2001,2,4,45,45,8,208,2024-01-23 18:41:19
Monopoly: Star Wars Episode I,5029,boardgame,5.24053,5.42344,588,1.8387,1999,2,8,120,120,8,1610,2024-01-23 18:41:19
No Respect: Rodney Dangerfield's Game,5030,boardgame,5.68043,5.50371,46,1.25,1985,2,4,30,30,8,146,2024-01-23 18:41:19
Dare!,5031,boardgame,4.215,5.47506,40,1.1667,1988,2,12,30,30,18,132,2024-01-23 18:41:19
Land Race Card Game,5032,boardgame,4.22222,0,9,0,1983,2,4,20,20,4,26,2024-01-23 18:41:19
Incognito: The Game of Charades,5033,boardgame,5.85,0,16,0,1985,4,0,45,45,10,66,2024-01-23 18:41:19
Empire of the Rising Sun,5034,boardgame,6.80202,5.59677,223,4.3333,1995,2,6,180,1200,18,769,2024-01-23 18:41:19
"PanzerArmee Afrika: Rommel in the Desert, April 1941 - November 1942",5035,boardgame,6.3616,5.61622,374,2.551,1973,2,2,180,180,12,1195,2024-01-23 18:41:19
Operation Condor: The Liberation of Spain 1942/1943,5036,boardgame,6.02381,0,21,3,1978,2,2,120,120,12,93,2024-01-23 18:41:19
The Wine Game,5037,boardgame,3,0,4,1,1972,2,6,60,60,0,29,2024-01-23 18:41:19
"Druid: Boudicca's Rebellion, 61 A.D.",5038,boardgame,6.80481,5.55607,104,2.6875,1984,2,2,120,240,12,356,2024-01-23 18:41:19
"The Battle for North Africa: War in the Desert, 1940-42",5039,boardgame,5.60524,5.50552,124,2.9,1996,2,4,180,180,12,461,2024-01-23 18:41:19
Operation Crusader: The 8th Army's Forgotten Victory,5040,boardgame,4.29783,5.46804,46,3.6,1991,2,4,240,240,0,160,2024-01-23 18:41:19
IDF (Israeli Defense Force),5041,boardgame,6.93289,5.58609,149,3.7059,1993,2,4,60,90,12,541,2024-01-23 18:41:19
Flashpoint: Golan – The Fifth Arab-Israeli War,5042,boardgame,7.1763,5.61603,173,3.7308,1991,2,2,360,360,12,664,2024-01-23 18:41:19
The Forever War,5043,boardgame,5.68679,5.50299,53,2.9,1983,2,4,60,60,12,213,2024-01-23 18:41:19
Tunisia 43,5044,boardgame,6.99429,5.52366,35,3.4,2000,2,2,120,120,12,158,2024-01-23 18:41:19
Rommel's War,5045,boardgame,7.33288,5.55788,73,3.6667,1985,2,2,180,180,12,386,2024-01-23 18:41:19
Spongebob Squarepants Splash-n-Roll Game,5047,boardgame,3.98333,0,18,1,2002,2,4,10,10,5,28,2024-01-23 18:41:19
Candy Land,5048,boardgame,3.20152,3.83423,4804,1.1003,1949,2,4,30,30,3,7395,2024-01-23 18:41:19
Body Boggle,5049,boardgame,5.06818,0,22,0,1984,4,10,15,15,10,109,2024-01-23 18:41:19
The Worst-Case Scenario Survival Game,5050,boardgame,3.35766,4.9846,640,1.1957,2001,2,10,20,40,8,1332,2024-01-23 18:41:19
"La Grande Armee: Campaigns of Napoleon, 1805-1815",5051,boardgame,4.97907,5.47145,86,3.6667,1987,2,4,240,720,12,282,2024-01-23 18:41:19
"Austerlitz: The Battle of Three Emperors, 2 December 1805",5052,boardgame,6.38448,5.53014,87,1.8571,1972,2,2,180,180,12,259,2024-01-23 18:41:19
War in the Falklands,5054,boardgame,5.90395,5.51062,76,2.0909,1982,2,2,60,60,12,222,2024-01-23 18:41:19
The Great War 1914-1918,5055,boardgame,6.45714,5.51797,49,3,1976,2,7,120,120,12,200,2024-01-23 18:41:19
D.A.K.,5056,boardgame,6.30556,0,18,3.3333,1982,2,2,120,120,12,96,2024-01-23 18:41:19
Never Call Retreat,5057,boardgame,5.63913,5.50097,46,2.5556,1983,2,2,180,180,12,257,2024-01-23 18:41:19
Operation Crusader,5058,boardgame,7.25197,5.55334,76,3.7857,1978,2,2,300,300,0,245,2024-01-23 18:41:19
Gazala: The Clash of Armor,5059,boardgame,6.21196,5.51106,46,4.1538,1983,2,2,180,180,12,181,2024-01-23 18:41:19
Caesar in Alexandria,5060,boardgame,6.96349,5.59959,152,3.0625,2001,2,2,300,300,14,662,2024-01-23 18:41:19
La Regia Marina,5063,boardgame,5.87143,0,14,2.5,1983,2,2,120,120,0,79,2024-01-23 18:41:19
Grand Empire,5064,boardgame,7,0,1,0,2002,2,2,20,20,12,1,2024-01-23 18:41:19
Fubi,5065,boardgame,6.65849,5.55491,106,1.0714,2001,2,2,20,20,6,94,2024-01-23 18:41:19
5 in a Row Challenge,5066,boardgame,5,0,1,0,2002,2,2,10,10,19,1,2024-01-23 18:41:19
Lifetime,5067,boardgame,5.59556,5.50193,45,1,1996,3,6,45,45,12,122,2024-01-23 18:41:19
Flinke Finger,5068,boardgame,4.8,0,5,1,1999,3,5,30,30,10,26,2024-01-23 18:41:19
Victory Circle,5070,boardgame,5.02273,0,22,1,1979,2,4,20,20,8,86,2024-01-23 18:41:19
Sjoelen,5071,boardgame,6.8234,5.70294,386,1.1613,1870,1,4,30,30,6,339,2024-01-23 18:41:19
Carrom,5072,boardgame,7.08492,6.25065,1843,1.4567,0,2,4,60,60,6,2100,2024-01-23 18:41:19
Supremacy,5073,boardgame,6.71429,0,7,3,1940,2,6,120,120,0,17,2024-01-23 18:41:19
Planet of the Apes,5076,boardgame,5.45238,0,21,1.6667,2001,2,6,45,45,8,50,2024-01-23 18:41:19
Chaos,5077,boardgame,5.77273,5.50301,77,1.3333,1970,2,4,20,20,8,279,2024-01-23 18:41:19
End of the Line,5078,boardgame,6.028,0,25,1.25,1984,2,4,10,10,8,44,2024-01-23 18:41:19
Push,5079,boardgame,5.5,0,2,0,1979,2,2,20,20,12,9,2024-01-23 18:41:19
Rrib-Bit,5080,boardgame,5.29167,0,12,1,1973,2,2,20,20,8,40,2024-01-23 18:41:19
Tac-Tic-Turn,5081,boardgame,6.33333,0,6,2,1987,2,2,10,10,5,17,2024-01-23 18:41:19
Rush Hour,5082,boardgame,6.22776,5.57648,268,1.3333,1981,2,6,60,60,8,1054,2024-01-23 18:41:19
Entertainment Tonight: The Trivia Game,5083,boardgame,4.8325,0,20,1.25,1984,2,6,60,60,14,72,2024-01-23 18:41:19
Berzerk,5084,boardgame,5.07317,5.48982,41,1.2857,1983,2,2,30,30,7,178,2024-01-23 18:41:19
Lucan,5085,boardgame,0,0,0,0,1978,2,4,45,45,7,3,2024-01-23 18:41:19
Electronic Mall Madness,5086,boardgame,5.77817,5.5269,460,1.2,1989,2,4,60,60,9,1276,2024-01-23 18:41:19
JED,5087,boardgame,7.5,0,2,0,1996,3,5,45,45,10,3,2024-01-23 18:41:19
Hatfields & McCoys,5088,boardgame,4.70769,0,13,1,1998,2,2,45,45,10,79,2024-01-23 18:41:19
Harry Potter Halls of Hogwarts,5089,boardgame,5.49074,5.49848,54,1,2002,2,4,45,45,8,167,2024-01-23 18:41:19
It's Only Money The Game,5090,boardgame,4,0,16,3,1987,2,4,60,60,12,56,2024-01-23 18:41:19
The Mother Goose Game,5091,boardgame,3.5,0,7,1,1971,2,4,20,20,4,32,2024-01-23 18:41:19
Jack and the Beanstalk Memory Game,5092,boardgame,4,0,1,0,1976,2,4,20,20,6,8,2024-01-23 18:41:19
Sweet Pickles,5093,boardgame,3.66667,0,6,0,1977,2,5,30,30,3,5,2024-01-23 18:41:19
The Ugly Duckling Game,5094,boardgame,0,0,0,0,1977,2,4,20,20,4,3,2024-01-23 18:41:19
The Goldilocks and the Three Bears Game,5095,boardgame,3.4,0,5,1,1973,2,4,20,20,3,41,2024-01-23 18:41:19
Sly,5096,boardgame,6.43571,5.51899,42,3,1975,1,4,20,20,10,222,2024-01-23 18:41:19
Condomoneyum,5097,boardgame,5.05556,0,9,2,1985,2,6,60,60,0,35,2024-01-23 18:41:19
Feeding Frenzy,5098,boardgame,5.65,0,5,0,1992,2,4,60,60,9,19,2024-01-23 18:41:19
Sherlock Holmes Game,5099,boardgame,4.9,0,10,2,1982,2,4,60,60,6,41,2024-01-23 18:41:19
Iron Horse,5100,boardgame,3.89474,0,19,2,1983,2,8,90,90,0,66,2024-01-23 18:41:19
Expedition,5101,boardgame,4.7,0,10,1,1980,2,6,60,60,9,66,2024-01-23 18:41:19
Incredible Hulk Smash-Up Action Game,5102,boardgame,4.3,0,15,0,1979,2,4,30,30,7,33,2024-01-23 18:41:19
"Doctor, Doctor!",5103,boardgame,5.01071,0,28,1.4,1978,2,4,30,30,8,76,2024-01-23 18:41:19
Yogi Bear Game,5104,boardgame,3.55,0,16,1,1971,2,4,30,30,6,63,2024-01-23 18:41:19
Null Bock!,5105,boardgame,5.31522,0,23,1.5,2002,3,6,20,20,10,90,2024-01-23 18:41:19
Pyramid: Home Game,5107,boardgame,6.16474,5.53324,129,1.2222,1974,3,4,30,30,10,396,2024-01-23 18:41:19
The Disneyland Game,5108,boardgame,4.85938,5.4872,32,1,1990,2,4,30,30,5,93,2024-01-23 18:41:19
Thunder,5109,boardgame,5.72222,0,18,1.5,1982,2,6,45,45,7,41,2024-01-23 18:41:19
CrossWord: The New York Times Sunday Puzzle Game,5110,boardgame,4.28125,0,8,1,1997,2,6,45,45,12,23,2024-01-23 18:41:19
Back to the Farm,5111,boardgame,6,0,2,1,1977,2,4,45,45,8,19,2024-01-23 18:41:19
Mansions & Money,5112,boardgame,3.8,0,5,0,1992,2,4,60,60,10,30,2024-01-23 18:41:19
Fat Chance,5113,boardgame,5.6375,0,16,1,1978,2,4,45,45,6,34,2024-01-23 18:41:19
Intuition,5114,boardgame,4.625,0,16,0,1990,2,8,120,120,12,46,2024-01-23 18:41:19
People Weekly,5115,boardgame,5.42857,0,7,1.3333,2002,4,24,60,60,12,43,2024-01-23 18:41:19
Kreskin's ESP,5116,boardgame,3.20206,5.46006,34,1,1967,2,10,10,10,10,201,2024-01-23 18:41:19
Deduction,5118,boardgame,6.09609,5.50938,35,1.1667,1976,2,2,30,30,8,159,2024-01-23 18:41:19
Swedish Roulette,5119,boardgame,5,0,9,1,0,1,8,10,10,5,17,2024-01-23 18:41:19
Doubles Wild,5120,boardgame,6.1123,5.51645,74,1,2001,2,4,30,30,8,156,2024-01-23 18:41:19
Knock Out,5121,boardgame,5.16,5.4891,50,1.5556,1978,2,2,20,20,7,153,2024-01-23 18:41:19
Charades,5122,boardgame,5.07441,5.38907,607,1.1087,1550,2,20,30,30,8,476,2024-01-23 18:41:19
Keyword,5123,boardgame,5.315,0,20,1,1953,2,4,45,45,10,141,2024-01-23 18:41:19
Magnetic Takeoff,5124,boardgame,0,0,0,0,1959,1,2,20,20,0,0,2024-01-23 18:41:19
Cube-It,5125,boardgame,4.33333,0,3,0,1985,2,2,20,20,0,4,2024-01-23 18:41:19
Rolomatic Bridge,5126,boardgame,4.5,0,2,2,1969,1,1,10,10,10,20,2024-01-23 18:41:19
Go Gin,5127,boardgame,4.9995,0,2,0,1968,2,4,20,20,8,17,2024-01-23 18:41:19
The Beatles Flip Your Wig Game,5128,boardgame,3.3,0,5,1.6667,1964,2,4,20,20,7,29,2024-01-23 18:41:19
The Simpsons: LOSER Takes All!,5129,boardgame,3.99189,5.41167,122,1.3333,2001,2,6,30,30,8,357,2024-01-23 18:41:19
Afrikan tähti,5130,boardgame,4.69798,5.12622,1494,1.0933,1951,2,5,45,45,6,1791,2024-01-23 18:41:19
Love it or Hate it,5131,boardgame,4.3,0,5,1,1995,3,6,60,60,0,28,2024-01-23 18:41:19
Phenomenon: the Extra Sensory Party,5132,boardgame,5,0,2,0,1988,2,12,120,120,12,7,2024-01-23 18:41:19
Frazzle,5133,boardgame,5.47826,0,23,1.5,2000,3,6,45,45,8,71,2024-01-23 18:41:19
Peg Poker,5134,boardgame,6.02773,5.50851,44,1.3333,1993,1,4,60,60,8,98,2024-01-23 18:41:19
Malarky,5135,boardgame,5.66022,5.51609,447,1.4815,1996,3,6,45,45,10,1331,2024-01-23 18:41:19
Piraten-Abenteuer,5136,boardgame,6.29011,5.53101,91,1.3333,1991,2,4,20,20,4,255,2024-01-23 18:41:19
Ellery Queen's Mystery Magazine Game,5137,boardgame,5.6095,5.50376,40,1.5,1986,1,6,120,120,12,173,2024-01-23 18:41:19
The Decathlon Games,5138,boardgame,5.46429,0,14,1,1983,2,6,45,45,8,24,2024-01-23 18:41:19
The Champions of Soccer,5139,boardgame,3,0,2,0,1984,2,6,45,45,8,6,2024-01-23 18:41:19
International Soccer The Game,5140,boardgame,6.03,0,10,2,1992,2,2,30,30,8,14,2024-01-23 18:41:19
Red Capture Green Capture,5141,boardgame,5.83333,0,6,0,1999,2,4,45,45,0,26,2024-01-23 18:41:19
Fighting Sail: Sea Combat in the Age of Canvas and Shot 1775-1815,5142,boardgame,6.75689,5.58449,167,2.7895,1981,2,2,240,240,12,799,2024-01-23 18:41:19
GolfProfi,5143,boardgame,6.71768,5.55838,99,2,2002,1,4,120,120,10,163,2024-01-23 18:41:19
En Garde!,5144,boardgame,5.44286,0,14,3,1986,3,3,45,45,8,22,2024-01-23 18:41:19
Det store norske spillet,5145,boardgame,6.075,0,20,1.3333,2001,2,6,90,90,14,30,2024-01-23 18:41:19
CrossCribb,5146,boardgame,6.45696,5.55363,125,2,1996,1,6,45,45,8,269,2024-01-23 18:41:19
Ad-Lib,5147,boardgame,5.18,0,20,0,1970,2,4,45,45,0,76,2024-01-23 18:41:19
Triani,5148,boardgame,0,0,0,0,1957,2,4,60,60,0,1,2024-01-23 18:41:19
Bedlam,5149,boardgame,5.86538,0,26,1,1995,3,6,45,45,8,82,2024-01-23 18:41:19
Voyage of the Dawn Treader,5150,boardgame,5.33333,0,6,1,1983,2,4,60,60,5,19,2024-01-23 18:41:19
The Incredible Crash Dummies Crash Test Game,5151,boardgame,5.625,0,4,1,1992,2,4,30,30,6,17,2024-01-23 18:41:19
Fascination Checkers,5153,boardgame,5.75,0,2,0,1962,2,2,20,20,7,17,2024-01-23 18:41:19
Franchise,5154,boardgame,6,0,2,0,1990,2,8,90,90,0,15,2024-01-23 18:41:19
Dorada,5155,boardgame,6.13259,5.54066,135,1,1988,2,4,20,20,12,233,2024-01-23 18:41:19
Crime Solvers,5156,boardgame,5.68804,5.49779,46,2.3333,1986,1,12,120,120,12,132,2024-01-23 18:41:19
King's Court,5157,boardgame,6.60075,5.58185,212,1.7692,1986,2,2,20,20,7,515,2024-01-23 18:41:19
Punto y Raya,5158,boardgame,3.5,0,2,0,1988,2,2,20,20,0,2,2024-01-23 18:41:19
3 Up,5159,boardgame,5.5,0,2,0,1972,2,4,20,20,5,48,2024-01-23 18:41:19
Dino-Checkers,5160,boardgame,5.85417,0,24,1,1989,2,2,30,30,6,72,2024-01-23 18:41:19
Chinese Chess,5162,boardgame,6.0798,5.52278,99,2.75,1981,2,2,20,20,8,320,2024-01-23 18:41:19
Obsession,5163,boardgame,4.6,0,5,2,1988,2,2,20,20,0,16,2024-01-23 18:41:19
San Francisco Scene,5164,boardgame,6,0,3,0,1977,2,6,120,120,0,23,2024-01-23 18:41:19
Code Breaker,5165,boardgame,5.5,5.50102,43,1.8,1998,2,4,20,20,10,141,2024-01-23 18:41:19
Express Monopoly Card Game,5166,boardgame,5.0272,5.47089,125,1.1111,1993,2,4,20,20,8,380,2024-01-23 18:41:19
Rubik's Illusion,5167,boardgame,6.01239,5.51799,73,1.7,1989,2,2,30,30,0,166,2024-01-23 18:41:19
Queen's Guard,5168,boardgame,5.86333,5.50149,30,2.3333,1842,2,2,30,30,9,78,2024-01-23 18:41:19
Quest for the Dragon,5169,boardgame,7.13636,0,11,1,1987,2,4,60,60,10,57,2024-01-23 18:41:19
Tri-Umph,5170,boardgame,4.5,0,4,3,1989,2,2,20,20,0,27,2024-01-23 18:41:19
War Without Mercy,5171,boardgame,7.04204,5.5972,157,3.4231,1998,2,6,360,360,12,562,2024-01-23 18:41:19
Blitzkrieg General,5172,boardgame,6.3217,5.53596,106,2.5,1999,2,5,240,240,10,334,2024-01-23 18:41:19
Avalanche: The Invasion of Italy,5173,boardgame,6.39759,5.5285,83,3,1994,2,2,240,240,12,372,2024-01-23 18:41:19
Lingua,5174,boardgame,5.92667,5.51014,48,2,1969,2,4,60,60,10,217,2024-01-23 18:41:19
Sea Hawks,5175,boardgame,4.15,0,8,1,1981,2,4,60,60,8,23,2024-01-23 18:41:19
